Omega Sweep Harness S51 X3 -- pairwise 2-factor (490 combos/engine)
ticks: /Users/jo/Tick/duka_ticks/XAUUSD_2024-03_2026-04_combined.csv
n_ticks: 154265439
wall_time: 997.7s (16.6 min)

========== HBG top-50 by score ==========
combo  min_range max_range sl_frac   tp_rr     trail_frac  trades   wr%  total_pnl   stddev_q      score
257    9.0000    9.0000    40.0000   79.3701   1.5000          0   0.0       0.00     0.0000     0.0000
254    9.0000    9.0000    40.0000   39.6850   1.5000          0   0.0       0.00     0.0000     0.0000
385    9.0000    15.0000   80.0000   25.0000   1.5000          0   0.0       0.00     0.0000     0.0000
255    9.0000    9.0000    40.0000   50.0000   1.5000          0   0.0       0.00     0.0000     0.0000
207    9.0000    9.0000    50.3968   50.0000   1.5000          0   0.0       0.00     0.0000     0.0000
206    9.0000    9.0000    40.0000   50.0000   1.5000          0   0.0       0.00     0.0000     0.0000
205    9.0000    9.0000    31.7480   50.0000   1.5000          0   0.0       0.00     0.0000     0.0000
204    9.0000    9.0000    25.1984   50.0000   1.5000          0   0.0       0.00     0.0000     0.0000
203    9.0000    9.0000    20.0000   50.0000   1.5000          0   0.0       0.00     0.0000     0.0000
209    9.0000    9.0000    80.0000   50.0000   1.5000          0   0.0       0.00     0.0000     0.0000
258    9.0000    9.0000    40.0000   100.0000  1.5000          0   0.0       0.00     0.0000     0.0000
301    9.0000    9.0000    40.0000   50.0000   0.7500          0   0.0       0.00     0.0000     0.0000
307    9.0000    9.0000    40.0000   50.0000   3.0000          0   0.0       0.00     0.0000     0.0000
306    9.0000    9.0000    40.0000   50.0000   2.3811          0   0.0       0.00     0.0000     0.0000
305    9.0000    9.0000    40.0000   50.0000   1.8899          0   0.0       0.00     0.0000     0.0000
22     9.0000    9.0000    40.0000   50.0000   1.5000          0   0.0       0.00     0.0000     0.0000
304    9.0000    9.0000    40.0000   50.0000   1.5000          0   0.0       0.00     0.0000     0.0000
303    9.0000    9.0000    40.0000   50.0000   1.1906          0   0.0       0.00     0.0000     0.0000
387    9.0000    15.0000   80.0000   39.6850   1.5000          4  25.0      -0.04     0.0114    -0.0443
386    9.0000    15.0000   80.0000   31.4980   1.5000          4  25.0      -0.04     0.0114    -0.0443
378    9.0000    15.0000   63.4960   25.0000   1.5000         40  42.5      -0.26     0.0222    -0.2503
379    9.0000    15.0000   63.4960   31.4980   1.5000         44  40.9      -0.30     0.0244    -0.2935
380    9.0000    15.0000   63.4960   39.6850   1.5000         44  40.9      -0.30     0.0244    -0.2935
97     18.0000   15.0000   80.0000   50.0000   1.5000         53  39.6      -0.54     0.2008    -0.4465
96     18.0000   15.0000   63.4960   50.0000   1.5000         53  39.6      -0.54     0.2008    -0.4465
95     18.0000   15.0000   50.3968   50.0000   1.5000         53  39.6      -0.54     0.2008    -0.4465
202    9.0000    8.0000    80.0000   50.0000   1.5000       1067  46.1      -7.36     1.4478    -3.0060
201    9.0000    8.0000    63.4960   50.0000   1.5000       1067  46.1      -7.36     1.4478    -3.0060
200    9.0000    8.0000    50.3968   50.0000   1.5000       1157  45.9      -7.96     1.4990    -3.1855
244    9.0000    30.0000   80.0000   50.0000   1.5000       1678  45.4     -10.09     1.6198    -3.8503
243    9.0000    30.0000   63.4960   50.0000   1.5000       1708  45.3     -10.23     1.6389    -3.8751
289    9.0000    30.0000   40.0000   39.6850   1.5000       1363  44.0      -9.46     1.4250    -3.9024
288    9.0000    30.0000   40.0000   31.4980   1.5000       1363  44.0      -9.46     1.4250    -3.9024
287    9.0000    30.0000   40.0000   25.0000   1.5000       1360  44.1      -9.23     1.3633    -3.9076
189    18.0000   15.0000   40.0000   50.0000   0.7500       1964  42.3     -11.99     1.9337    -4.0858
83     11.0000   15.0000   80.0000   50.0000   1.5000       2802  45.3     -19.30     3.6899    -4.1142
90     14.0000   15.0000   80.0000   50.0000   1.5000       2412  45.8     -15.59     2.7830    -4.1210
82     11.0000   15.0000   63.4960   50.0000   1.5000       2869  45.3     -19.69     3.7741    -4.1248
48     18.0000   30.0000   40.0000   50.0000   1.5000       2401  45.3     -15.87     2.7986    -4.1782
89     14.0000   15.0000   63.4960   50.0000   1.5000       2521  46.0     -16.17     2.8543    -4.1947
195    18.0000   15.0000   40.0000   50.0000   3.0000       1991  43.0     -11.86     1.7976    -4.2400
193    18.0000   15.0000   40.0000   50.0000   1.8899       1995  46.5     -11.18     1.6299    -4.2496
194    18.0000   15.0000   40.0000   50.0000   2.3811       1995  44.0     -11.85     1.7528    -4.3042
280    9.0000    24.0000   40.0000   25.0000   1.5000       1583  43.7     -10.03     1.2997    -4.3596
183    14.0000   15.0000   40.0000   50.0000   0.9449       4255  45.9     -27.82     5.3683    -4.3679

========== AsianRange top-50 by score ==========
combo  buffer    min_range max_range sl_ticks  tp_ticks   trades   wr%  total_pnl   stddev_q      score
194    1.0000    3.0000    50.0000   80.0000   317.0000        2 100.0       0.06     0.0275     0.0617
187    0.7937    3.0000    50.0000   80.0000   317.0000        2 100.0       0.06     0.0275     0.0617
186    0.7937    3.0000    50.0000   80.0000   252.0000        2 100.0       0.05     0.0218     0.0493
193    1.0000    3.0000    50.0000   80.0000   252.0000        2 100.0       0.05     0.0218     0.0493
87     0.7937    3.0000    50.0000   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
46     1.0000    3.7798    50.0000   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
136    0.7937    3.0000    50.0000   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
137    0.7937    3.0000    50.0000   101.0000  200.0000        2 100.0       0.04     0.0173     0.0393
139    0.7937    3.0000    50.0000   160.0000  200.0000        2 100.0       0.04     0.0173     0.0393
185    0.7937    3.0000    50.0000   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
42     1.0000    1.5000    50.0000   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
143    1.0000    3.0000    50.0000   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
43     1.0000    1.8899    50.0000   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
84     0.7937    3.0000    25.0000   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
144    1.0000    3.0000    50.0000   101.0000  200.0000        2 100.0       0.04     0.0173     0.0393
145    1.0000    3.0000    50.0000   127.0000  200.0000        2 100.0       0.04     0.0173     0.0393
146    1.0000    3.0000    50.0000   160.0000  200.0000        2 100.0       0.04     0.0173     0.0393
85     0.7937    3.0000    31.4980   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
44     1.0000    2.3811    50.0000   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
86     0.7937    3.0000    39.6850   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
138    0.7937    3.0000    50.0000   127.0000  200.0000        2 100.0       0.04     0.0173     0.0393
88     0.7937    3.0000    62.9961   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
89     0.7937    3.0000    79.3701   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
90     0.7937    3.0000    100.0000  80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
45     1.0000    3.0000    50.0000   80.0000   200.0000        2 100.0       0.04     0.0173     0.0393
195    1.0000    3.0000    50.0000   80.0000   400.0000        2  50.0       0.03     0.0139     0.0316
153    0.2500    3.0000    50.0000   80.0000   400.0000        2  50.0       0.03     0.0139     0.0316
160    0.3150    3.0000    50.0000   80.0000   400.0000        2  50.0       0.03     0.0139     0.0316
188    0.7937    3.0000    50.0000   80.0000   400.0000        2  50.0       0.03     0.0139     0.0316
184    0.7937    3.0000    50.0000   80.0000   159.0000        2 100.0       0.03     0.0138     0.0314
191    1.0000    3.0000    50.0000   80.0000   159.0000        2 100.0       0.03     0.0138     0.0314
190    1.0000    3.0000    50.0000   80.0000   126.0000        2 100.0       0.03     0.0109     0.0249
183    0.7937    3.0000    50.0000   80.0000   126.0000        2 100.0       0.03     0.0109     0.0249
432    0.5000    3.0000    79.3701   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
152    0.2500    3.0000    50.0000   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
159    0.3150    3.0000    50.0000   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
439    0.5000    3.0000    100.0000  80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
411    0.5000    3.0000    39.6850   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
418    0.5000    3.0000    50.0000   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
425    0.5000    3.0000    62.9961   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
397    0.5000    3.0000    25.0000   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
320    0.5000    3.0000    50.0000   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
306    0.5000    1.8899    50.0000   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
327    0.5000    3.7798    50.0000   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
299    0.5000    1.5000    50.0000   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
404    0.5000    3.0000    31.4980   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
467    0.5000    3.0000    50.0000   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
313    0.5000    2.3811    50.0000   80.0000   317.0000        2  50.0       0.02     0.0103     0.0235
474    0.5000    3.0000    50.0000   101.0000  317.0000        2  50.0       0.02     0.0094     0.0214
189    1.0000    3.0000    50.0000   80.0000   100.0000        2 100.0       0.02     0.0087     0.0198

========== VWAPStretch top-50 by score ==========
combo  sl_ticks  tp_ticks  cooldown_sec sigma_entry vol_window  trades   wr%  total_pnl   stddev_q      score
147    20.0000   88.0000   300.0000  2.0000    20.0000      2261   0.2      -4.48     1.4706    -1.8129
148    20.0000   88.0000   300.0000  2.0000    25.0000      2492   0.2      -4.93     1.6241    -1.8787
1      20.0000   55.0000   300.0000  2.0000    40.0000      2500   0.3      -4.95     1.5961    -1.9057
104    20.0000   88.0000   300.0000  4.0000    40.0000      2842   0.1      -5.66     1.9275    -1.9342
149    20.0000   88.0000   300.0000  2.0000    32.0000      2778   0.2      -5.50     1.8298    -1.9443
103    20.0000   88.0000   300.0000  3.1748    40.0000      2999   0.3      -5.90     2.0348    -1.9444
2      20.0000   70.0000   300.0000  2.0000    40.0000      2658   0.2      -5.28     1.7022    -1.9539
3      20.0000   88.0000   300.0000  2.0000    40.0000      2721   0.2      -5.39     1.7546    -1.9560
4      20.0000   111.0000  300.0000  2.0000    40.0000      2787   0.1      -5.52     1.8216    -1.9569
189    80.0000   88.0000   300.0000  2.0000    20.0000      2341  33.5      -5.54     1.8066    -1.9739
154    25.0000   88.0000   300.0000  2.0000    20.0000      2365   0.4      -5.81     1.9346    -1.9801
483    40.0000   88.0000   300.0000  4.0000    20.0000      1768   6.8      -5.54     1.7908    -1.9837
5      20.0000   140.0000  300.0000  2.0000    40.0000      2940   0.1      -5.82     1.9139    -1.9960
6      20.0000   176.0000  300.0000  2.0000    40.0000      2965   0.0      -5.91     1.9526    -2.0018
55     20.0000   88.0000   600.0000  2.0000    40.0000      3031   0.1      -6.02     2.0029    -2.0044
102    20.0000   88.0000   300.0000  2.5198    40.0000      3412   0.2      -6.75     2.3270    -2.0284
99     20.0000   88.0000   300.0000  1.2599    40.0000      3542   0.3      -6.98     2.4324    -2.0324
476    40.0000   88.0000   300.0000  3.1748    20.0000      1860   6.4      -5.92     1.8982    -2.0415
54     20.0000   88.0000   476.0000  2.0000    40.0000      3144   0.2      -6.23     2.0469    -2.0460
308    40.0000   70.0000   300.0000  2.0000    20.0000      2074   7.2      -6.66     2.2482    -2.0495
427    40.0000   88.0000   476.0000  2.0000    20.0000      2013   6.5      -6.38     2.1090    -2.0506
100    20.0000   88.0000   300.0000  1.5874    40.0000      3528   0.2      -6.98     2.4036    -2.0509
155    25.0000   88.0000   300.0000  2.0000    25.0000      2663   0.3      -6.56     2.1941    -2.0525
101    20.0000   88.0000   300.0000  2.0000    40.0000      3527   0.3      -6.96     2.3893    -2.0526
301    40.0000   55.0000   300.0000  2.0000    20.0000      2009   8.7      -6.37     2.0974    -2.0577
111    25.0000   88.0000   300.0000  4.0000    40.0000      2690   0.2      -6.67     2.2393    -2.0586
434    40.0000   88.0000   600.0000  2.0000    20.0000      2018   6.1      -6.50     2.1445    -2.0663
336    40.0000   176.0000  300.0000  2.0000    20.0000      2141   2.9      -7.20     2.4838    -2.0676
469    40.0000   88.0000   300.0000  2.5198    20.0000      1995   6.1      -6.42     2.0937    -2.0747
435    40.0000   88.0000   600.0000  2.0000    25.0000      2273   7.5      -6.90     2.3104    -2.0853
329    40.0000   140.0000  300.0000  2.0000    20.0000      2130   4.2      -6.92     2.3153    -2.0867
484    40.0000   88.0000   300.0000  4.0000    25.0000      2099   6.1      -6.77     2.2403    -2.0894
315    40.0000   88.0000   300.0000  2.0000    20.0000      2119   5.4      -7.00     2.3469    -2.0927
97     80.0000   88.0000   600.0000  2.0000    40.0000      3246  34.5      -7.14     2.4091    -2.0930
61     25.0000   88.0000   476.0000  2.0000    40.0000      3020   0.3      -7.44     2.5448    -2.0980
294    40.0000   44.0000   300.0000  2.0000    20.0000      2250  10.6      -7.00     2.3364    -2.0983
7      25.0000   44.0000   300.0000  2.0000    40.0000      2839   0.9      -6.93     2.2991    -2.0991
60     25.0000   88.0000   378.0000  2.0000    40.0000      3043   0.2      -7.53     2.5854    -2.0997
420    40.0000   88.0000   378.0000  2.0000    20.0000      2090   6.1      -6.73     2.2020    -2.1032
59     25.0000   88.0000   300.0000  2.0000    40.0000      2981   0.2      -7.38     2.5052    -2.1068
413    40.0000   88.0000   300.0000  2.0000    20.0000      2207   6.3      -7.05     2.3403    -2.1102
62     25.0000   88.0000   600.0000  2.0000    40.0000      3061   0.3      -7.56     2.5798    -2.1125
8      25.0000   55.0000   300.0000  2.0000    40.0000      2963   0.6      -7.26     2.4324    -2.1162
98     20.0000   88.0000   300.0000  1.0000    40.0000      3960   0.2      -7.84     2.7068    -2.1162
109    25.0000   88.0000   300.0000  2.5198    40.0000      3033   0.3      -7.48     2.5322    -2.1179
150    20.0000   88.0000   300.0000  2.0000    40.0000      3549   0.1      -7.05     2.3310    -2.1179
175    50.0000   88.0000   300.0000  2.0000    20.0000      2278  15.6      -6.49     2.0644    -2.1182
455    40.0000   88.0000   300.0000  1.5874    20.0000      2115   6.2      -6.78     2.2007    -2.1193
190    80.0000   88.0000   300.0000  2.0000    25.0000      2787  33.4      -6.64     2.1303    -2.1207
53     20.0000   88.0000   378.0000  2.0000    40.0000      3377   0.0      -6.74     2.1759    -2.1232
