rank,combo_id,COOLDOWN_S,SAME_LEVEL_POST_WIN_BLOCK_S,SAME_LEVEL_POST_SL_BLOCK_S,MIN_ENTRY_TICKS,MAX_SPREAD,n_trades,n_wins,win_rate,trades_per_day,gross_pnl,net_pnl,avg_hold_s,profit_factor,avg_mfe,avg_mae,max_dd,n_TP,n_BE,n_TRAIL,n_SL
192,156,60,600,900,30,2.0000,95,60,0.6316,6.1883,-23.3000,-75.9400,204.4105,0.7016,3.7162,-3.6805,94.4700,0,0,63,32
193,149,30,600,900,30,2.0000,95,60,0.6316,6.1883,-23.3000,-75.9400,204.4105,0.7016,3.7162,-3.6805,94.4700,0,0,63,32
194,428,180,600,1800,30,1.5000,92,58,0.6304,5.9929,-18.2300,-78.0900,219.0543,0.6827,3.6628,-3.6365,96.5850,0,0,62,30
195,111,60,600,900,90,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
196,109,60,600,900,45,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
197,107,60,600,900,20,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
198,110,60,600,900,60,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
199,108,60,600,900,30,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
200,106,60,600,900,15,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
201,105,60,600,900,10,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
202,104,30,600,900,90,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
203,103,30,600,900,60,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
204,102,30,600,900,45,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
205,101,30,600,900,30,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
206,100,30,600,900,20,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
207,99,30,600,900,15,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
208,98,30,600,900,10,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
209,52,30,600,900,30,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
210,10,60,600,900,30,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
211,59,60,600,900,30,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
212,3,30,600,900,30,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
213,157,60,600,900,30,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
214,150,30,600,900,30,2.5000,95,59,0.6211,6.1883,-23.0200,-76.1000,204.4421,0.7007,3.7190,-3.6735,96.0200,0,0,63,32
215,30,270,300,900,30,2.5000,100,66,0.6600,6.5140,-17.0050,-76.7050,200.6100,0.6978,3.5652,-3.5614,96.9500,0,0,69,31
216,78,270,600,300,30,2.5000,99,62,0.6263,6.4489,-18.6150,-74.5250,207.9394,0.7243,3.7809,-3.6888,105.5050,0,0,66,33
217,426,180,600,1200,30,5.0000,93,56,0.6022,6.0581,-17.3800,-78.3700,195.9677,0.6892,3.7152,-3.5415,108.1250,0,0,62,31
218,425,180,600,1200,30,3.5000,93,56,0.6022,6.0581,-17.3800,-78.3700,195.9677,0.6892,3.7152,-3.5415,108.1250,0,0,62,31
219,243,180,1800,1800,30,2.5000,77,46,0.5974,5.0200,-47.1150,-95.6850,195.7143,0.5655,3.5034,-3.5912,109.0350,0,0,49,28
220,420,180,600,1200,30,1.0000,92,59,0.6413,5.9929,-34.1550,-80.3350,201.0870,0.6739,3.5989,-3.6177,101.1250,0,0,61,31
221,336,180,1800,900,30,1.0000,78,48,0.6154,5.0852,-55.5450,-91.6850,199.0641,0.5930,3.5169,-3.6671,104.3650,0,0,49,29
222,421,180,600,1200,30,1.5000,93,56,0.6022,6.0581,-19.5200,-79.3400,195.3226,0.6853,3.7243,-3.5677,102.3700,0,0,62,31
223,424,180,600,1200,30,3.0000,93,56,0.6022,6.0581,-17.0500,-79.3900,196.0430,0.6852,3.7224,-3.5406,107.8950,0,0,62,31
224,91,540,600,120,30,2.5000,98,61,0.6224,6.3838,-21.6750,-77.6150,230.2143,0.7017,3.7277,-3.6008,109.5750,0,0,65,33
225,92,540,600,300,30,2.5000,98,61,0.6224,6.3838,-21.6750,-77.6150,230.2143,0.7017,3.7277,-3.6008,109.5750,0,0,65,33
226,237,180,1200,2700,30,2.5000,73,41,0.5616,4.7416,-52.4900,-92.9400,242.1507,0.5896,3.8060,-3.8262,109.2100,0,0,45,28
227,204,180,180,300,30,2.5000,119,75,0.6303,7.7294,-1.2350,-72.2950,225.2941,0.7585,3.8147,-3.5694,135.6400,0,0,82,37
228,197,180,60,300,30,2.5000,119,75,0.6303,7.7294,-1.2350,-72.2950,225.2941,0.7585,3.8147,-3.5694,135.6400,0,0,82,37
229,313,180,300,900,30,3.5000,102,65,0.6373,6.6444,-15.4700,-80.9900,198.1863,0.6814,3.5264,-3.4802,91.9750,0,0,70,32
230,314,180,300,900,30,5.0000,102,65,0.6373,6.6444,-15.4700,-80.9900,198.1863,0.6814,3.5264,-3.4802,91.9750,0,0,70,32
231,239,180,1800,300,30,2.5000,86,53,0.6163,5.6067,-34.6850,-86.8850,198.4651,0.6356,3.6176,-3.7214,113.1550,0,0,56,30
232,307,180,180,900,30,5.0000,110,67,0.6091,7.1448,-5.2150,-77.0650,216.8000,0.7188,3.7172,-3.4200,118.5750,0,0,76,34
233,299,180,60,900,30,3.5000,110,67,0.6091,7.1448,-5.2150,-77.0650,216.8000,0.7188,3.7172,-3.4200,118.5750,0,0,76,34
234,300,180,60,900,30,5.0000,110,67,0.6091,7.1448,-5.2150,-77.0650,216.8000,0.7188,3.7172,-3.4200,118.5750,0,0,76,34
235,306,180,180,900,30,3.5000,110,67,0.6091,7.1448,-5.2150,-77.0650,216.8000,0.7188,3.7172,-3.4200,118.5750,0,0,76,34
236,312,180,300,900,30,3.0000,102,65,0.6373,6.6443,-15.1400,-82.0100,198.2549,0.6774,3.5329,-3.4795,91.7450,0,0,70,32
237,225,180,900,300,30,2.5000,90,56,0.6222,5.8626,-31.7800,-85.0400,197.4333,0.6534,3.6048,-3.7143,107.7400,0,0,60,30
238,28,270,60,900,30,2.5000,101,64,0.6337,6.5792,-19.2900,-78.1800,185.3465,0.7110,3.7169,-3.6293,108.6200,0,0,68,33
239,29,270,180,900,30,2.5000,101,64,0.6337,6.5792,-19.2900,-78.1800,185.3465,0.7110,3.7169,-3.6293,108.6200,0,0,68,33
240,19,90,1200,900,30,2.5000,84,51,0.6071,5.4560,-42.9400,-94.5400,239.4405,0.5906,3.5513,-3.7132,114.1400,0,0,55,29
241,331,180,1200,900,30,2.0000,82,50,0.6098,5.3261,-45.8250,-95.2050,243.8293,0.5875,3.5550,-3.7023,111.4350,0,0,53,29
242,286,180,1200,900,90,2.5000,82,49,0.5976,5.3261,-45.5950,-96.5750,244.0122,0.5812,3.5576,-3.7046,112.8450,0,0,53,29
243,280,180,1200,900,10,2.5000,82,49,0.5976,5.3261,-45.5950,-96.5750,244.0122,0.5812,3.5576,-3.7046,112.8450,0,0,53,29
244,285,180,1200,900,60,2.5000,82,49,0.5976,5.3261,-45.5950,-96.5750,244.0122,0.5812,3.5576,-3.7046,112.8450,0,0,53,29
245,284,180,1200,900,45,2.5000,82,49,0.5976,5.3261,-45.5950,-96.5750,244.0122,0.5812,3.5576,-3.7046,112.8450,0,0,53,29
246,283,180,1200,900,30,2.5000,82,49,0.5976,5.3261,-45.5950,-96.5750,244.0122,0.5812,3.5576,-3.7046,112.8450,0,0,53,29
247,282,180,1200,900,20,2.5000,82,49,0.5976,5.3261,-45.5950,-96.5750,244.0122,0.5812,3.5576,-3.7046,112.8450,0,0,53,29
248,281,180,1200,900,15,2.5000,82,49,0.5976,5.3261,-45.5950,-96.5750,244.0122,0.5812,3.5576,-3.7046,112.8450,0,0,53,29
249,234,180,1200,900,30,2.5000,82,49,0.5976,5.3261,-45.5950,-96.5750,244.0122,0.5812,3.5576,-3.7046,112.8450,0,0,53,29
250,332,180,1200,900,30,2.5000,82,49,0.5976,5.3261,-45.5950,-96.5750,244.0122,0.5812,3.5576,-3.7046,112.8450,0,0,53,29
251,26,180,1200,900,30,2.5000,82,49,0.5976,5.3261,-45.5950,-96.5750,244.0122,0.5812,3.5576,-3.7046,112.8450,0,0,53,29
252,39,360,900,900,30,2.5000,84,51,0.6071,5.4718,-42.5500,-94.1000,195.6190,0.5968,3.4898,-3.5845,109.6300,0,0,55,29
253,190,540,600,900,30,1.5000,94,57,0.6064,6.1232,-27.0100,-84.3000,210.8936,0.6662,3.6721,-3.5947,106.0150,0,0,62,32
254,41,360,1800,900,30,2.5000,80,48,0.6000,5.2156,-52.5950,-100.5350,201.0875,0.5600,3.4244,-3.6467,113.8850,0,0,51,29
255,407,180,600,600,30,1.5000,96,58,0.6042,6.2535,-22.0800,-82.5600,199.7083,0.6824,3.6949,-3.5109,103.0750,0,0,64,32
256,434,180,600,2700,30,1.0000,86,55,0.6395,5.6021,-49.3950,-89.0450,203.3837,0.6328,3.5140,-3.7727,107.5450,0,0,56,30
257,230,180,900,2700,30,2.5000,79,47,0.5949,5.1461,-55.2250,-100.0550,188.8101,0.5632,3.5516,-3.7587,115.5850,0,0,51,28
258,411,180,600,600,30,3.5000,96,58,0.6042,6.2535,-19.9600,-82.6800,200.2396,0.6820,3.6859,-3.4857,105.0300,0,0,64,32
259,412,180,600,600,30,5.0000,96,58,0.6042,6.2535,-19.9600,-82.6800,200.2396,0.6820,3.6859,-3.4857,105.0300,0,0,64,32
260,298,180,60,900,30,3.0000,110,67,0.6091,7.1448,-5.5500,-79.4200,216.6909,0.7102,3.7172,-3.4218,118.3450,0,0,76,34
261,305,180,180,900,30,3.0000,110,67,0.6091,7.1448,-5.5500,-79.4200,216.6909,0.7102,3.7172,-3.4218,118.3450,0,0,76,34
262,406,180,600,600,30,1.0000,95,61,0.6421,6.1883,-36.6950,-84.6050,205.2421,0.6671,3.5721,-3.5597,105.1250,0,0,63,32
263,322,180,900,900,30,1.0000,83,52,0.6265,5.4067,-60.9950,-101.7050,195.8916,0.5560,3.3420,-3.6931,115.2150,0,0,54,29
264,240,180,1800,600,30,2.5000,82,50,0.6098,5.3460,-44.6050,-96.6050,195.5122,0.5859,3.5333,-3.6193,114.1950,0,0,53,29
265,410,180,600,600,30,3.0000,96,58,0.6042,6.2535,-19.6300,-83.7000,200.3125,0.6781,3.6928,-3.4849,104.8400,0,0,64,32
266,330,180,1200,900,30,1.5000,83,49,0.5904,5.3911,-44.1700,-99.8300,238.2651,0.5692,3.5534,-3.6619,115.4250,0,0,54,29
267,33,270,1200,900,30,2.5000,82,49,0.5976,5.3261,-46.3650,-98.9550,243.5366,0.5753,3.5249,-3.7221,115.2250,0,0,53,29
268,333,180,1200,900,30,3.0000,82,48,0.5854,5.3261,-44.3050,-100.7550,240.3902,0.5655,3.5404,-3.6839,116.9750,0,0,53,29
269,335,180,1200,900,30,5.0000,82,48,0.5854,5.3261,-44.5250,-100.9750,240.3780,0.5646,3.5377,-3.6867,117.2050,0,0,53,29
270,334,180,1200,900,30,3.5000,82,48,0.5854,5.3261,-44.5250,-100.9750,240.3780,0.5646,3.5377,-3.6867,117.2050,0,0,53,29
271,450,180,600,900,15,2.0000,93,57,0.6129,6.0581,-30.1250,-85.2050,201.6667,0.6698,3.6518,-3.5976,100.4050,0,0,61,32
272,443,180,600,900,10,2.0000,93,57,0.6129,6.0581,-30.1250,-85.2050,201.6667,0.6698,3.6518,-3.5976,100.4050,0,0,61,32
273,485,180,600,900,90,2.0000,93,57,0.6129,6.0581,-30.1250,-85.2050,201.6667,0.6698,3.6518,-3.5976,100.4050,0,0,61,32
274,471,180,600,900,45,2.0000,93,57,0.6129,6.0581,-30.1250,-85.2050,201.6667,0.6698,3.6518,-3.5976,100.4050,0,0,61,32
275,457,180,600,900,20,2.0000,93,57,0.6129,6.0581,-30.1250,-85.2050,201.6667,0.6698,3.6518,-3.5976,100.4050,0,0,61,32
276,464,180,600,900,30,2.0000,93,57,0.6129,6.0581,-30.1250,-85.2050,201.6667,0.6698,3.6518,-3.5976,100.4050,0,0,61,32
277,415,180,600,900,30,2.0000,93,57,0.6129,6.0581,-30.1250,-85.2050,201.6667,0.6698,3.6518,-3.5976,100.4050,0,0,61,32
278,478,180,600,900,60,2.0000,93,57,0.6129,6.0581,-30.1250,-85.2050,201.6667,0.6698,3.6518,-3.5976,100.4050,0,0,61,32
279,317,180,600,900,30,2.0000,93,57,0.6129,6.0581,-30.1250,-85.2050,201.6667,0.6698,3.6518,-3.5976,100.4050,0,0,61,32
280,170,180,600,900,30,2.0000,93,57,0.6129,6.0581,-30.1250,-85.2050,201.6667,0.6698,3.6518,-3.5976,100.4050,0,0,61,32
281,369,180,600,900,60,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
282,270,180,600,900,45,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
283,368,180,600,900,45,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
284,119,180,600,900,10,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
285,120,180,600,900,15,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
286,318,180,600,900,30,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
287,367,180,600,900,30,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
288,486,180,600,900,90,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
289,125,180,600,900,90,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
290,121,180,600,900,20,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
291,444,180,600,900,10,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
292,472,180,600,900,45,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
293,122,180,600,900,30,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
294,220,180,600,900,30,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
295,123,180,600,900,45,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
296,124,180,600,900,60,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
297,272,180,600,900,90,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
298,268,180,600,900,20,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
299,366,180,600,900,20,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
300,267,180,600,900,15,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
301,266,180,600,900,10,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
302,365,180,600,900,15,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
303,364,180,600,900,10,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
304,458,180,600,900,20,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
305,479,180,600,900,60,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
306,171,180,600,900,30,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
307,271,180,600,900,60,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
308,465,180,600,900,30,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
309,269,180,600,900,30,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
310,24,180,600,900,30,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
311,73,180,600,900,30,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
312,416,180,600,900,30,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
313,370,180,600,900,90,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
314,451,180,600,900,15,2.5000,93,56,0.6022,6.0581,-29.8450,-85.3650,201.6989,0.6689,3.6546,-3.5904,101.9550,0,0,61,32
315,435,180,600,2700,30,1.5000,86,53,0.6163,5.6021,-39.2550,-88.6650,193.9651,0.6451,3.6539,-3.7312,107.1600,0,0,56,30
316,226,180,900,600,30,2.5000,86,53,0.6163,5.6021,-41.7000,-94.7600,194.5698,0.6055,3.5239,-3.6167,110.2900,0,0,57,29
317,77,270,600,120,30,2.5000,100,62,0.6200,6.5140,-23.5850,-82.3950,206.9100,0.6974,3.7204,-3.6775,108.2050,0,0,67,33
318,86,360,600,600,30,2.5000,94,58,0.6170,6.1232,-25.3850,-84.7350,206.1596,0.6789,3.7265,-3.5745,107.2750,0,0,62,32
319,337,180,1800,900,30,1.5000,81,47,0.5802,5.2808,-50.0050,-105.3650,194.1481,0.5474,3.4930,-3.6563,118.0400,0,0,52,29
320,194,540,600,900,30,3.5000,94,57,0.6064,6.1232,-32.2500,-89.5000,210.5426,0.6451,3.5648,-3.5626,113.0500,0,0,62,32
321,195,540,600,900,30,5.0000,94,57,0.6064,6.1232,-32.2500,-89.5000,210.5426,0.6451,3.5648,-3.5626,113.0500,0,0,62,32
322,229,180,900,1800,30,2.5000,84,51,0.6071,5.4718,-49.5850,-99.8750,193.5595,0.5793,3.4826,-3.6478,115.4050,0,0,55,29
323,65,90,600,600,30,2.5000,98,61,0.6224,6.3838,-23.5400,-83.9800,200.5204,0.6899,3.7518,-3.5210,109.8500,0,0,65,33
324,189,540,600,900,30,1.0000,92,58,0.6304,5.9929,-42.9150,-91.2150,217.1304,0.6353,3.5571,-3.6336,112.9350,0,0,60,32
325,193,540,600,900,30,3.0000,94,57,0.6064,6.1232,-31.8800,-90.4800,210.6170,0.6412,3.5723,-3.5613,112.8200,0,0,62,32
326,405,180,600,300,30,5.0000,100,60,0.6000,6.5141,-19.6900,-83.8100,203.9100,0.6937,3.7316,-3.6250,114.6000,0,0,66,34
327,404,180,600,300,30,3.5000,100,60,0.6000,6.5141,-19.6900,-83.8100,203.9100,0.6937,3.7316,-3.6250,114.6000,0,0,66,34
328,244,180,1800,2700,30,2.5000,72,39,0.5417,4.6940,-64.9150,-106.5950,191.1250,0.5470,3.6867,-3.8754,119.9450,0,0,43,29
329,398,180,600,120,30,5.0000,102,61,0.5980,6.6444,-20.9900,-85.1100,207.9020,0.6864,3.6933,-3.5992,107.1200,0,0,68,34
330,397,180,600,120,30,3.5000,102,61,0.5980,6.6444,-20.9900,-85.1100,207.9020,0.6864,3.6933,-3.5992,107.1200,0,0,68,34
331,177,270,600,900,30,2.0000,93,58,0.6237,6.0581,-35.4150,-87.9750,202.0215,0.6652,3.6493,-3.6703,103.1750,0,0,61,32
332,403,180,600,300,30,3.0000,100,60,0.6000,6.5140,-19.3600,-84.8300,203.9800,0.6900,3.7382,-3.6242,114.4100,0,0,66,34
333,153,30,600,900,30,5.0000,96,58,0.6042,6.2535,-29.4350,-88.2050,200.6250,0.6638,3.6653,-3.6824,107.9350,0,0,63,33
334,160,60,600,900,30,5.0000,96,58,0.6042,6.2535,-29.4350,-88.2050,200.6250,0.6638,3.6653,-3.6824,107.9350,0,0,63,33
335,159,60,600,900,30,3.5000,96,58,0.6042,6.2535,-29.4350,-88.2050,200.6250,0.6638,3.6653,-3.6824,107.9350,0,0,63,33
336,152,30,600,900,30,3.5000,96,58,0.6042,6.2535,-29.4350,-88.2050,200.6250,0.6638,3.6653,-3.6824,107.9350,0,0,63,33
337,178,270,600,900,30,2.5000,93,57,0.6129,6.0581,-35.1850,-88.1850,202.0538,0.6642,3.6516,-3.6681,104.7750,0,0,61,32
338,130,270,600,900,45,2.5000,93,57,0.6129,6.0581,-35.1850,-88.1850,202.0538,0.6642,3.6516,-3.6681,104.7750,0,0,61,32
339,129,270,600,900,30,2.5000,93,57,0.6129,6.0581,-35.1850,-88.1850,202.0538,0.6642,3.6516,-3.6681,104.7750,0,0,61,32
340,128,270,600,900,20,2.5000,93,57,0.6129,6.0581,-35.1850,-88.1850,202.0538,0.6642,3.6516,-3.6681,104.7750,0,0,61,32
341,127,270,600,900,15,2.5000,93,57,0.6129,6.0581,-35.1850,-88.1850,202.0538,0.6642,3.6516,-3.6681,104.7750,0,0,61,32
342,126,270,600,900,10,2.5000,93,57,0.6129,6.0581,-35.1850,-88.1850,202.0538,0.6642,3.6516,-3.6681,104.7750,0,0,61,32
343,131,270,600,900,60,2.5000,93,57,0.6129,6.0581,-35.1850,-88.1850,202.0538,0.6642,3.6516,-3.6681,104.7750,0,0,61,32
344,132,270,600,900,90,2.5000,93,57,0.6129,6.0581,-35.1850,-88.1850,202.0538,0.6642,3.6516,-3.6681,104.7750,0,0,61,32
345,31,270,600,900,30,2.5000,93,57,0.6129,6.0581,-35.1850,-88.1850,202.0538,0.6642,3.6516,-3.6681,104.7750,0,0,61,32
346,80,270,600,900,30,2.5000,93,57,0.6129,6.0581,-35.1850,-88.1850,202.0538,0.6642,3.6516,-3.6681,104.7750,0,0,61,32
347,400,180,600,300,30,1.5000,100,60,0.6000,6.5140,-22.2000,-85.1500,203.4900,0.6887,3.7469,-3.6508,114.1050,0,0,66,34
348,231,180,1200,120,30,2.5000,91,55,0.6044,5.9107,-37.6800,-91.8600,257.8571,0.6385,3.7437,-3.8537,116.4600,0,0,59,32
349,399,180,600,300,30,1.0000,99,63,0.6364,6.4489,-36.5050,-86.8850,208.8081,0.6755,3.6235,-3.7051,115.8450,0,0,65,34
350,396,180,600,120,30,3.0000,102,61,0.5980,6.6443,-20.6600,-86.1300,207.9706,0.6827,3.6998,-3.5984,106.9300,0,0,68,34
351,151,30,600,900,30,3.0000,96,58,0.6042,6.2535,-29.1050,-89.2250,200.6979,0.6600,3.6722,-3.6816,107.7450,0,0,63,33
352,158,60,600,900,30,3.0000,96,58,0.6042,6.2535,-29.1050,-89.2250,200.6979,0.6600,3.6722,-3.6816,107.7450,0,0,63,33
353,393,180,600,120,30,1.5000,102,61,0.5980,6.6443,-23.5000,-86.4500,207.4902,0.6814,3.7083,-3.6244,106.6250,0,0,68,34
354,20,90,1800,900,30,2.5000,83,50,0.6024,5.4112,-55.4700,-106.8000,191.7349,0.5541,3.4475,-3.7172,123.4800,0,0,53,30
355,338,180,1800,900,30,2.0000,81,49,0.6049,5.2808,-58.3550,-107.4650,195.0000,0.5511,3.4487,-3.7063,120.7750,0,0,51,30
356,287,180,1800,900,10,2.5000,81,48,0.5926,5.2808,-58.1250,-108.8350,195.1852,0.5450,3.4513,-3.7086,122.1850,0,0,51,30
357,27,180,1800,900,30,2.5000,81,48,0.5926,5.2808,-58.1250,-108.8350,195.1852,0.5450,3.4513,-3.7086,122.1850,0,0,51,30
358,290,180,1800,900,30,2.5000,81,48,0.5926,5.2808,-58.1250,-108.8350,195.1852,0.5450,3.4513,-3.7086,122.1850,0,0,51,30
359,289,180,1800,900,20,2.5000,81,48,0.5926,5.2808,-58.1250,-108.8350,195.1852,0.5450,3.4513,-3.7086,122.1850,0,0,51,30
360,339,180,1800,900,30,2.5000,81,48,0.5926,5.2808,-58.1250,-108.8350,195.1852,0.5450,3.4513,-3.7086,122.1850,0,0,51,30
361,241,180,1800,900,30,2.5000,81,48,0.5926,5.2808,-58.1250,-108.8350,195.1852,0.5450,3.4513,-3.7086,122.1850,0,0,51,30
362,291,180,1800,900,45,2.5000,81,48,0.5926,5.2808,-58.1250,-108.8350,195.1852,0.5450,3.4513,-3.7086,122.1850,0,0,51,30
363,292,180,1800,900,60,2.5000,81,48,0.5926,5.2808,-58.1250,-108.8350,195.1852,0.5450,3.4513,-3.7086,122.1850,0,0,51,30
364,293,180,1800,900,90,2.5000,81,48,0.5926,5.2808,-58.1250,-108.8350,195.1852,0.5450,3.4513,-3.7086,122.1850,0,0,51,30
365,288,180,1800,900,15,2.5000,81,48,0.5926,5.2808,-58.1250,-108.8350,195.1852,0.5450,3.4513,-3.7086,122.1850,0,0,51,30
366,163,90,600,900,30,2.0000,95,59,0.6211,6.1883,-36.0400,-90.4200,200.5579,0.6607,3.6539,-3.6727,108.9500,0,0,62,33
367,115,90,600,900,30,2.5000,95,58,0.6105,6.1883,-35.7600,-90.5800,200.5895,0.6599,3.6567,-3.6657,110.5000,0,0,62,33
368,112,90,600,900,10,2.5000,95,58,0.6105,6.1883,-35.7600,-90.5800,200.5895,0.6599,3.6567,-3.6657,110.5000,0,0,62,33
369,113,90,600,900,15,2.5000,95,58,0.6105,6.1883,-35.7600,-90.5800,200.5895,0.6599,3.6567,-3.6657,110.5000,0,0,62,33
