ts,o,h,l,c,spr
1781034060,4269.2500,4269.5100,4267.5250,4267.5500,0.6117
1781034120,4267.5800,4268.2400,4266.5200,4266.5950,0.6104
1781034180,4266.5350,4267.2200,4264.7550,4265.2165,0.6131
1781034240,4265.3300,4265.6000,4263.7200,4264.4150,0.6090
1781034300,4264.5685,4265.4300,4264.4500,4265.4000,0.6107
1781034360,4265.3800,4265.4200,4263.4200,4263.6000,0.6169
1781034420,4263.6450,4264.3150,4262.3750,4263.7250,0.6176
1781034480,4263.7650,4264.2800,4263.1250,4264.2600,0.6098
1781034540,4264.2900,4265.5100,4263.5870,4265.4035,0.6039
1781034600,4265.4100,4265.4100,4264.1800,4264.9100,0.6076
1781034660,4264.7600,4266.0700,4264.2400,4265.1950,0.6070
1781034720,4265.2200,4268.2650,4264.9900,4267.3665,0.6070
1781034780,4267.4600,4268.0800,4267.0100,4267.2700,0.6123
1781034840,4267.2300,4267.4300,4265.6600,4266.0400,0.6118
1781034900,4266.0800,4268.6950,4265.5400,4268.0200,0.6115
1781034960,4268.1500,4269.0035,4267.4300,4268.9550,0.6147
1781035020,4268.9800,4269.9985,4268.7450,4269.6200,0.6174
1781035080,4269.6500,4271.6600,4269.4800,4270.9000,0.6105
1781035140,4270.9200,4271.4200,4269.8915,4270.0400,0.6115
1781035200,4270.1800,4270.6950,4267.5300,4267.5850,0.6144
1781035260,4267.6700,4268.5150,4266.4050,4267.9600,0.6111
1781035320,4267.9400,4269.0200,4267.5300,4268.6400,0.6117
1781035380,4268.6000,4269.3000,4268.3600,4269.2885,0.6115
1781035440,4269.2950,4270.6950,4268.9715,4269.7365,0.6142
1781035500,4269.6850,4271.8350,4269.5500,4269.5700,0.6130
1781035560,4269.5900,4269.6800,4266.5300,4266.6550,0.6151
1781035620,4266.7750,4267.8400,4266.7750,4267.3150,0.6167
1781035680,4267.4000,4268.4635,4266.6800,4266.8900,0.6153
1781035740,4266.8200,4267.3550,4264.9850,4265.1800,0.6137
1781035800,4265.2200,4265.2200,4263.6150,4264.3000,0.6172
1781035860,4264.3250,4265.1900,4261.7350,4261.8150,0.6142
1781035920,4261.8700,4262.7400,4260.5950,4260.9950,0.6144
1781035980,4260.9400,4261.9950,4260.5550,4261.0700,0.6149
1781036040,4261.0750,4261.5000,4258.0350,4258.7550,0.6081
1781036100,4258.7750,4259.0850,4256.3650,4256.6900,0.6149
1781036160,4256.7200,4257.9115,4256.3000,4256.6685,0.5952
1781036220,4256.7535,4258.1285,4256.0185,4256.9400,0.5706
1781036280,4257.0265,4257.5400,4255.0450,4255.1400,0.6016
1781036340,4255.1100,4256.4535,4254.8765,4255.4450,0.6075
1781036400,4255.5200,4256.2950,4254.0050,4254.8750,0.6089
1781036460,4255.0700,4256.5950,4254.5300,4255.1850,0.6169
1781036520,4255.4635,4256.0200,4253.1200,4253.6000,0.6134
1781036580,4253.5600,4255.0600,4252.8565,4254.4500,0.6108
1781036640,4254.5400,4256.1300,4254.0600,4255.6950,0.6133
1781036700,4255.7600,4256.6550,4254.4000,4254.6900,0.6030
1781036760,4254.7000,4255.4900,4254.1450,4255.1300,0.6089
1781036820,4255.2050,4256.5300,4254.7400,4256.3350,0.6143
1781036880,4256.2400,4257.3185,4255.6950,4257.0500,0.6142
1781036940,4257.3185,4258.1435,4256.4300,4257.4800,0.5943
1781037000,4257.4100,4257.9500,4256.5385,4257.5700,0.6093
1781037060,4257.6035,4259.2435,4256.6200,4259.2435,0.6004
1781037120,4259.1885,4260.3885,4258.6550,4259.0900,0.6053
1781037180,4259.1985,4259.1985,4257.7800,4258.2285,0.5974
1781037240,4258.2650,4259.9985,4258.1600,4259.6900,0.6068
1781037300,4259.6600,4260.0350,4258.6000,4259.6950,0.6064
1781037360,4259.7300,4260.0850,4256.4400,4257.3250,0.6140
1781037420,4257.3300,4257.6385,4256.4500,4256.9300,0.6184
1781037480,4256.9400,4256.9585,4254.8465,4255.1200,0.6161
1781037540,4255.1500,4255.6585,4252.7700,4253.8485,0.6104
1781037600,4253.8435,4253.8485,4251.9600,4252.3550,0.6066
1781037660,4252.4235,4253.1150,4251.3250,4251.5900,0.6070
1781037720,4251.5800,4253.2400,4250.2700,4252.4300,0.6067
1781037780,4252.4500,4252.4500,4250.7700,4251.6200,0.6073
1781037840,4251.6100,4252.4700,4250.8200,4251.0400,0.6100
1781037900,4251.2635,4252.1850,4250.7900,4252.0050,0.6175
1781037960,4251.9800,4252.6200,4250.7850,4250.9300,0.6185
1781038020,4250.9800,4251.2150,4250.1250,4250.3085,0.6105
1781038080,4250.2100,4251.2700,4250.0250,4250.4800,0.6091
1781038140,4250.4450,4252.0450,4250.2300,4250.9350,0.6125
1781038200,4250.9400,4257.1600,4250.9400,4256.8350,0.6230
1781038260,4257.0000,4257.7200,4256.2800,4257.2200,0.6083
1781038320,4257.3300,4258.2150,4257.0500,4257.6450,0.6094
1781038380,4257.6700,4258.8500,4257.2750,4258.2000,0.6104
1781038440,4258.1050,4259.1400,4257.2900,4259.0300,0.6073
1781038500,4259.0700,4259.9600,4256.5800,4257.3750,0.6125
1781038560,4257.3200,4259.3800,4256.3565,4256.9200,0.6174
1781038620,4256.9800,4257.7200,4256.6800,4257.6250,0.6109
1781038680,4257.6050,4258.9600,4256.8950,4258.0700,0.6151
1781038740,4258.1435,4259.3300,4257.7615,4258.6665,0.5997
1781038800,4258.9300,4259.0300,4257.0100,4258.0850,0.6085
1781038860,4258.0500,4258.0500,4256.6115,4256.7500,0.6081
1781038920,4256.7800,4257.2800,4255.7800,4256.7500,0.6107
1781038980,4256.7900,4258.6100,4256.3900,4258.3700,0.6101
1781039040,4258.3200,4261.2550,4258.2500,4260.7750,0.6145
1781039100,4260.7615,4260.7615,4259.2800,4259.4600,0.6023
1781039160,4259.4300,4259.5050,4257.8900,4258.1265,0.5726
1781039220,4258.1400,4258.4215,4257.6915,4257.7500,0.5872
1781039280,4257.7450,4257.9550,4257.3615,4257.5150,0.5985
1781039340,4257.5050,4258.0950,4257.3700,4257.7750,0.6126
1781039400,4257.7400,4257.9185,4256.8000,4257.3500,0.6052
1781039460,4257.2665,4258.4900,4257.2665,4258.1250,0.6028
1781039520,4258.0800,4258.7000,4257.7600,4258.4700,0.5987
1781039580,4258.3865,4258.8150,4257.9150,4258.7400,0.6069
1781039640,4258.7800,4259.4800,4258.1300,4258.5300,0.6139
1781039700,4258.5050,4260.6200,4258.1650,4259.8400,0.6123
1781039760,4259.7200,4259.9400,4259.5200,4259.9000,0.6206
1781039820,4259.8500,4260.0100,4259.6400,4259.7700,0.6082
1781039880,4259.8200,4260.5000,4259.2000,4259.3400,0.6106
1781039940,4259.3200,4259.3650,4258.7600,4258.7600,0.6100
1781040000,4258.8400,4259.1185,4258.4200,4258.6950,0.6062
1781040060,4258.6700,4259.7800,4258.6350,4259.3550,0.6127
1781040120,4259.3000,4259.8300,4259.2400,4259.4000,0.6145
1781040180,4259.3650,4259.3850,4257.9550,4258.2300,0.6095
1781040240,4258.2800,4258.8100,4258.2200,4258.3100,0.6092
1781040300,4258.5035,4258.9550,4258.1700,4258.9550,0.6092
1781040360,4258.9000,4259.2700,4258.8900,4258.9265,0.6119
1781040420,4259.1135,4260.1035,4259.0735,4259.8650,0.5932
1781040480,4259.8900,4260.0900,4259.5050,4259.6400,0.6069
1781040540,4259.6900,4259.6900,4258.5700,4259.2285,0.5942
1781040600,4259.1200,4259.3850,4258.1450,4258.2300,0.6194
1781040660,4258.1400,4258.3435,4257.9835,4258.3135,0.5955
1781040720,4258.2885,4258.5985,4257.8350,4258.1400,0.6241
1781040780,4258.1650,4258.6900,4258.0800,4258.0800,0.6264
1781040840,4258.1200,4258.3800,4257.8500,4258.0935,0.6176
1781040900,4258.0100,4258.9600,4258.0035,4258.7700,0.6209
1781040960,4258.8300,4259.3885,4258.4200,4259.0300,0.6270
1781041020,4258.9400,4261.0700,4258.8800,4260.7700,0.6230
1781041080,4260.7500,4260.8835,4260.0300,4260.1850,0.6267
1781041140,4260.2300,4260.5750,4259.8400,4260.4550,0.6150
1781041200,4260.6135,4261.6550,4260.3550,4261.5300,0.6135
1781041260,4261.5750,4261.9385,4261.2615,4261.6250,0.6093
1781041320,4261.6850,4262.0985,4261.2900,4261.3850,0.6093
1781041380,4261.5585,4261.8550,4261.4965,4261.4965,0.6031
1781041440,4261.5200,4261.6650,4261.2150,4261.4450,0.6102
1781041500,4261.4900,4262.2550,4261.4800,4261.7800,0.6097
1781041560,4261.8415,4262.1335,4261.1915,4261.4200,0.5991
1781041620,4261.3800,4261.5000,4260.6700,4260.6700,0.6045
1781041680,4260.6950,4260.9715,4260.5200,4260.9715,0.6126
1781041740,4261.0300,4261.9250,4260.9900,4261.8100,0.6060
1781041800,4261.7165,4261.8550,4260.7300,4260.7300,0.6119
1781041860,4260.7500,4260.8800,4260.5300,4260.6300,0.6120
1781041920,4260.6900,4260.9500,4260.2450,4260.2450,0.6123
1781041980,4260.1250,4260.6300,4260.0865,4260.5000,0.6110
1781042040,4260.6200,4260.6600,4259.6415,4260.4300,0.6074
1781042100,4260.4100,4260.7550,4260.0200,4260.2300,0.6034
1781042160,4260.2465,4260.6700,4260.2465,4260.3700,0.6089
1781042220,4260.3585,4260.4900,4260.1450,4260.4400,0.6172
1781042280,4260.4750,4260.5050,4259.4800,4259.6100,0.6198
1781042340,4259.5100,4261.2450,4259.4000,4260.9400,0.6105
1781046000,4253.7585,4257.5850,4250.5100,4255.8350,2.0299
1781046060,4255.6800,4257.1435,4252.1350,4254.0000,1.3576
1781046120,4253.9200,4255.4650,4250.9815,4250.9815,1.3070
1781046180,4251.2100,4254.5400,4250.6000,4254.0600,1.3103
1781046240,4254.0550,4255.9865,4254.0000,4255.5135,1.2286
1781046300,4255.0300,4256.6815,4253.5450,4253.6650,1.2495
1781046360,4253.5400,4253.5400,4251.0165,4252.3615,1.2877
1781046420,4252.3715,4253.7815,4252.3365,4253.3015,1.1947
1781046480,4253.3065,4253.3365,4251.5715,4252.8165,1.2032
1781046540,4252.8465,4253.4950,4252.4965,4253.4815,1.2432
1781046600,4253.5015,4256.0615,4253.1815,4255.7265,1.2527
1781046660,4255.7765,4256.6315,4255.4415,4255.9165,1.2568
1781046720,4255.8715,4256.1185,4255.1815,4255.6750,1.2094
1781046780,4255.6365,4255.8615,4254.3715,4255.6700,1.2534
1781046840,4255.6050,4255.8215,4255.0015,4255.3100,1.2978
1781046900,4255.3465,4256.1215,4255.0365,4255.7965,1.1887
1781046960,4255.8215,4256.1715,4255.0715,4256.1650,1.2653
1781047020,4256.1965,4256.2550,4253.1050,4253.7350,1.2702
1781047080,4253.7950,4254.2715,4253.3765,4254.2450,1.2727
1781047140,4254.2250,4254.3250,4253.3565,4253.6500,0.9477
1781047200,4253.7200,4255.6950,4253.5665,4255.6950,0.9500
1781047260,4255.6350,4255.7550,4253.7950,4253.7950,0.9452
1781047320,4253.8250,4256.4385,4253.5150,4254.6950,0.9417
1781047380,4254.7350,4254.8750,4254.1850,4254.3150,0.9323
1781047440,4254.5300,4255.2535,4254.2035,4254.5550,0.8843
1781047500,4254.5085,4254.9835,4253.2150,4253.7050,0.9084
1781047560,4253.8035,4254.6635,4253.4550,4254.6285,0.9303
1781047620,4254.6435,4256.6435,4254.4035,4256.1800,0.9055
1781047680,4256.1350,4256.4785,4255.2550,4255.8815,0.9289
1781047740,4255.8715,4256.7900,4255.8715,4256.7800,0.8291
1781047800,4256.7500,4257.3000,4255.2500,4255.7000,0.6743
1781047860,4255.6000,4257.4350,4255.3650,4256.5035,0.6924
1781047920,4256.4000,4257.2750,4256.0750,4256.5200,0.6890
1781047980,4256.5850,4256.8550,4256.0250,4256.3250,0.6995
1781048040,4256.2585,4256.2585,4252.6050,4253.7350,0.6927
1781048100,4253.6150,4254.7850,4252.7050,4252.7050,0.6980
1781048160,4252.7550,4253.4150,4252.2100,4252.2400,0.6987
1781048220,4252.3050,4252.8500,4250.8350,4250.8350,0.6892
1781048280,4250.9350,4252.0050,4250.5250,4251.6550,0.6955
1781048340,4251.7635,4253.4035,4251.1950,4253.1450,0.6835
1781048400,4253.0050,4255.2185,4253.0050,4254.9300,0.6472
1781048460,4254.9600,4255.0900,4249.0750,4250.3200,0.6914
1781048520,4250.3400,4252.1350,4250.1000,4250.3250,0.6898
1781048580,4250.4450,4251.3500,4247.7050,4251.3250,0.6888
1781048640,4251.4050,4252.8750,4248.7700,4249.1165,0.6993
1781048700,4249.1415,4250.0150,4245.7250,4246.2550,0.6941
1781048760,4246.3750,4247.4900,4244.6415,4244.9615,0.6585
1781048820,4245.0315,4245.3150,4239.3165,4240.0865,0.7099
1781048880,4240.1315,4243.7550,4240.1315,4243.2000,0.6985
1781048940,4243.1300,4243.2950,4237.5265,4239.1350,0.6780
1781049000,4239.1765,4240.9450,4238.6250,4238.6950,0.6810
1781049060,4238.7200,4238.7385,4233.5250,4234.2950,0.6589
1781049120,4234.2750,4234.3550,4232.5535,4233.6000,0.6676
1781049180,4233.6300,4236.9050,4233.6300,4235.6250,0.6789
1781049240,4235.6450,4236.7850,4233.6250,4235.1750,0.6786
1781049300,4235.1150,4236.9450,4234.9900,4236.3000,0.6802
1781049360,4236.3250,4237.2050,4235.8300,4236.9150,0.6794
1781049420,4236.9350,4237.8350,4235.6900,4236.4050,0.6877
1781049480,4236.8050,4236.8200,4234.1600,4235.7100,1.1835
1781049540,4235.7400,4238.2250,4235.7400,4237.4150,1.2536
1781049600,4237.2950,4239.2500,4235.6300,4239.0815,1.3500
1781049660,4238.9435,4238.9500,4237.5750,4238.3050,1.2860
1781049720,4238.3500,4242.5150,4237.7650,4242.5000,1.2162
1781049780,4242.4850,4246.4500,4242.4700,4245.9800,1.2046
1781049840,4245.8600,4246.5900,4245.5000,4246.3000,1.1912
1781049900,4246.1900,4247.4050,4245.1450,4245.1800,1.1461
1781049960,4245.1650,4246.3700,4244.2800,4246.1400,1.1810
1781050020,4246.1350,4246.1350,4243.7550,4245.0450,1.1470
1781050080,4245.1200,4245.4650,4243.4950,4244.2900,1.1730
1781050140,4244.2400,4244.3200,4241.7050,4241.7800,1.1493
1781050200,4241.8500,4242.9550,4241.5085,4242.4850,0.7437
1781050260,4242.4335,4242.4335,4240.6750,4241.3400,0.6728
1781050320,4241.3750,4242.9100,4237.8800,4239.0550,0.6853
1781050380,4239.0250,4240.2900,4237.4150,4237.6600,0.6977
1781050440,4237.6350,4238.0285,4235.8400,4236.2100,0.6763
1781050500,4236.2400,4236.7085,4231.7800,4233.2050,0.6731
1781050560,4233.8600,4235.2585,4232.9800,4233.0050,0.6948
1781050620,4233.0250,4233.1750,4229.3800,4229.5050,0.6489
1781050680,4229.4600,4230.7550,4227.9800,4229.4550,0.6909
1781050740,4229.4500,4233.4985,4229.4000,4233.2650,0.6835
1781050800,4232.6850,4234.5700,4232.4950,4234.3850,0.6757
1781050860,4233.9950,4234.4200,4232.7450,4233.1750,0.6736
1781050920,4233.1400,4233.9650,4231.8750,4231.8850,0.6854
1781050980,4231.9465,4233.4400,4225.5215,4228.0800,0.6921
1781051040,4228.1700,4229.4200,4226.9600,4227.5950,0.6940
1781051100,4227.5550,4228.2250,4225.1850,4225.4750,0.6904
1781051160,4225.5300,4226.4100,4225.1350,4225.7450,0.6802
1781051220,4225.7750,4225.8100,4223.1150,4224.4350,0.6823
1781051280,4224.5200,4227.3650,4224.4200,4226.8250,0.6835
1781051340,4226.8650,4226.9200,4223.3450,4224.2900,0.6822
1781051400,4224.3650,4225.0750,4222.3100,4222.4700,0.6980
1781051460,4222.5600,4224.0150,4221.7950,4222.3600,0.6833
1781051520,4222.5600,4229.8585,4222.5400,4228.0650,0.6980
1781051580,4228.0250,4228.2015,4226.4800,4226.9900,0.6980
1781051640,4227.0350,4227.7050,4224.8950,4225.7850,0.7020
1781051700,4225.8450,4226.3250,4222.4735,4222.6650,0.7095
1781051760,4222.7515,4223.6000,4221.7100,4222.7800,0.6824
1781051820,4222.7400,4222.9200,4221.8450,4222.0250,0.6850
1781051880,4222.0650,4222.9950,4221.8000,4222.2400,0.6686
1781051940,4222.3200,4223.8800,4221.6550,4221.9550,0.6998
1781052000,4222.0450,4222.5300,4221.1800,4221.5200,0.6826
1781052060,4221.5900,4222.8950,4221.1200,4221.4450,0.6695
1781052120,4221.4650,4223.1050,4221.3450,4222.2650,0.6988
1781052180,4222.2850,4224.4900,4219.4650,4220.1300,0.7096
1781052240,4220.1000,4220.6950,4216.5900,4218.6150,0.6947
1781052300,4218.6300,4218.6300,4211.3550,4213.7250,0.7072
1781052360,4214.0650,4217.2200,4213.0500,4215.0000,0.7112
1781052420,4214.9850,4217.4700,4212.8200,4217.2550,0.6820
1781052480,4217.1500,4217.1500,4215.5050,4216.8300,0.6923
1781052540,4216.8650,4216.9500,4211.8800,4213.4400,0.6889
1781052600,4213.4650,4216.1600,4213.2400,4215.0300,0.6801
1781052660,4215.1050,4215.1050,4210.4600,4214.1600,0.7026
1781052720,4214.3750,4215.8750,4212.9000,4215.6400,0.6901
1781052780,4215.6150,4220.6700,4215.3600,4219.8950,0.7077
1781052840,4219.9200,4221.2350,4217.0700,4220.8550,0.6959
1781052900,4220.8350,4224.5150,4220.6400,4224.1900,0.7042
1781052960,4224.2150,4224.6950,4222.1800,4222.7200,0.6803
1781053020,4222.7000,4222.7000,4220.5250,4220.5550,0.7078
1781053080,4220.5000,4220.6200,4217.8500,4218.9250,0.6910
1781053140,4218.9050,4223.1150,4218.8200,4222.1450,0.6808
1781053200,4222.1550,4223.8900,4221.7125,4223.4500,0.6979
1781053260,4223.4300,4223.8350,4218.4250,4218.5050,0.7090
1781053320,4218.5650,4223.7050,4218.4600,4221.1750,0.6991
1781053380,4221.2300,4223.9550,4221.1350,4221.5750,0.6970
1781053440,4221.5100,4222.7150,4219.3600,4220.6100,0.6990
1781053500,4220.5100,4226.5200,4219.3500,4226.1150,0.6929
1781053560,4226.0500,4226.5100,4224.0150,4225.6350,0.6928
1781053620,4225.7700,4226.6800,4223.8000,4225.6550,0.6971
1781053680,4225.6250,4226.5700,4221.6550,4222.3850,0.7015
1781053740,4222.4050,4225.9700,4219.7850,4225.6250,0.7071
1781053800,4225.3150,4225.3150,4221.7350,4222.7500,0.7074
1781053860,4222.7200,4223.8300,4221.7500,4221.9300,0.6830
1781053920,4221.8300,4222.0800,4219.4100,4219.4700,0.7092
1781053980,4219.6000,4220.3350,4216.7050,4218.4650,0.6977
1781054040,4218.5650,4226.0050,4218.4950,4225.2200,0.7059
1781054100,4225.2000,4225.2000,4220.7350,4221.4800,0.7041
1781054160,4221.4035,4222.0300,4218.4700,4219.2900,0.7072
1781054220,4219.3150,4224.2650,4219.2600,4224.1600,0.6863
1781054280,4224.2500,4224.2500,4221.4550,4222.8050,0.6860
1781054340,4222.7800,4228.3200,4222.5600,4227.6300,0.7019
1781054400,4227.5200,4228.4450,4225.8650,4226.0050,0.7011
1781054460,4225.9300,4226.6500,4224.2500,4226.2200,0.6881
1781054520,4226.2800,4228.0050,4224.4700,4227.6350,0.6924
1781054580,4227.8550,4227.8550,4223.2265,4225.6500,0.6930
1781054640,4225.5600,4225.8450,4224.3650,4225.2450,0.6912
1781054700,4225.2900,4225.7050,4221.6900,4221.8050,0.6821
1781054760,4221.7400,4222.4200,4219.0200,4221.4335,0.6866
1781054820,4221.4000,4224.2650,4219.7700,4223.4500,0.6918
1781054880,4223.4000,4225.1200,4222.3650,4224.8650,0.6887
1781054940,4224.5950,4225.1100,4218.0000,4218.0100,0.7072
1781055000,4218.0500,4219.1950,4213.3350,4215.6500,0.7017
1781055060,4215.5900,4215.8250,4214.1900,4215.3650,0.7063
1781055120,4215.3450,4215.5950,4207.5300,4208.8250,0.6975
1781055180,4208.5250,4209.6650,4206.9250,4207.4400,0.6968
1781055240,4207.5300,4209.4900,4206.1400,4206.5650,0.7194
1781055300,4206.2700,4209.4750,4205.6800,4207.5050,0.7101
1781055360,4207.4950,4207.5250,4205.4265,4205.6700,0.6994
1781055420,4205.6500,4205.6900,4201.6565,4202.2600,0.6974
1781055480,4202.1200,4209.6865,4202.1200,4208.4800,0.6888
1781055540,4208.4600,4208.9550,4205.8750,4207.8450,0.6991
1781055600,4207.8800,4208.3900,4205.6650,4206.1700,0.6962
1781055660,4206.2550,4207.4700,4204.7500,4205.6400,0.6872
1781055720,4205.7050,4206.0300,4201.6700,4203.3400,0.6957
1781055780,4203.4000,4203.4000,4200.1015,4200.1365,0.6915
1781055840,4200.1215,4204.6200,4199.0600,4204.2100,0.6842
1781055900,4204.4300,4206.0850,4203.0250,4205.8050,0.6921
1781055960,4205.6450,4205.9650,4203.3700,4203.5000,0.6942
1781056020,4203.4400,4206.0400,4202.8300,4204.5200,0.6903
1781056080,4204.4235,4204.7400,4201.3900,4201.4700,0.6855
1781056140,4201.4350,4204.3750,4199.9100,4203.7500,0.6912
1781056200,4203.7000,4205.2900,4200.5650,4201.6650,0.6791
1781056260,4201.5300,4203.0800,4200.7215,4202.3400,0.6869
1781056320,4202.3950,4206.4935,4202.2200,4205.9600,0.6947
1781056380,4205.9200,4208.6750,4204.9300,4208.4150,0.6929
1781056440,4208.3250,4208.6750,4205.9550,4207.5500,0.6640
1781056500,4207.5600,4211.6865,4207.5000,4209.2900,0.6841
1781056560,4209.3700,4212.9150,4209.1000,4212.1900,0.6874
1781056620,4212.1500,4213.2150,4210.6000,4212.9650,0.6278
1781056680,4212.9900,4218.8600,4212.5550,4218.5500,0.6783
1781056740,4218.6100,4220.9835,4217.1350,4218.3150,0.6922
1781056800,4218.2900,4218.8850,4206.7800,4214.6100,0.7136
1781056860,4214.6350,4215.9350,4203.1400,4203.5850,0.6838
1781056920,4203.6200,4207.7350,4200.3000,4203.1400,0.6852
1781056980,4203.0450,4203.8750,4197.5750,4197.6300,0.6904
1781057040,4197.6650,4200.0050,4194.5600,4194.5600,0.6882
1781057100,4194.5615,4195.0650,4187.6400,4187.8750,0.6584
1781057160,4187.8400,4198.3700,4187.1865,4198.1600,0.7336
1781057220,4198.2300,4199.6600,4193.0250,4194.2350,0.6967
1781057280,4194.2965,4198.3000,4193.5800,4197.2300,0.6894
1781057340,4197.1000,4199.7300,4194.5700,4195.2600,0.6874
1781057400,4195.6150,4196.6650,4193.7050,4196.4900,0.6840
1781057460,4196.4550,4202.2450,4196.3250,4200.7300,0.6555
1781057520,4200.7700,4204.4450,4199.6900,4203.9300,0.6653
1781057580,4203.9500,4206.7500,4203.5800,4203.8550,0.6748
1781057640,4203.9150,4204.9600,4202.2250,4203.4150,0.6824
1781057700,4203.3850,4205.3350,4200.7100,4204.9350,0.6952
1781057760,4204.8850,4211.6850,4203.8100,4211.3550,0.6899
1781057820,4211.2100,4215.8000,4210.1650,4215.7900,0.6967
1781057880,4215.7335,4216.5300,4213.7300,4215.4785,0.6854
1781057940,4215.4585,4216.7635,4212.6735,4213.3700,0.6918
1781058000,4213.6400,4213.6950,4206.0350,4206.1400,0.6934
1781058060,4206.1750,4208.7700,4205.5600,4206.9900,0.6956
1781058120,4207.0150,4208.0300,4205.5100,4207.1650,0.6887
1781058180,4207.0650,4207.5900,4204.5750,4205.8750,0.6876
1781058240,4205.8950,4206.4350,4199.2150,4200.9015,0.6745
1781058300,4200.8715,4202.4000,4197.4450,4199.4750,0.6911
1781058360,4199.6850,4201.4200,4197.5450,4199.9050,0.6873
1781058420,4199.8750,4202.6250,4198.2150,4202.5550,0.6806
1781058480,4202.4950,4204.4900,4201.8200,4202.4950,0.6955
1781058540,4202.5850,4203.5150,4200.1050,4201.9500,0.6940
1781058600,4201.9500,4203.5450,4196.8250,4197.1450,0.6795
1781058660,4197.1700,4202.9400,4197.1600,4200.0650,0.6970
1781058720,4200.0700,4204.9850,4199.6000,4201.2000,0.6835
1781058780,4201.1700,4201.3000,4196.3600,4199.3150,0.6296
1781058840,4199.3100,4202.9600,4197.8000,4202.5700,0.5939
1781058900,4202.5300,4202.7200,4199.6100,4200.9600,0.5451
1781058960,4200.8350,4203.0150,4197.8400,4202.9000,0.5672
1781059020,4202.9100,4203.5350,4199.1700,4200.8300,0.5794
1781059080,4200.8100,4203.7950,4199.5800,4203.7650,0.5523
1781059140,4203.7600,4207.1850,4200.6500,4200.7050,0.5340
1781059200,4200.7200,4202.2850,4196.8800,4196.9400,0.5459
1781059260,4196.9500,4198.0750,4192.6050,4192.9050,0.5560
1781059320,4192.7000,4193.1850,4185.9515,4187.8950,0.5790
1781059380,4187.7950,4188.3750,4184.7000,4185.1000,0.5700
1781059440,4185.0500,4187.8650,4184.8600,4187.3865,0.5453
1781059500,4187.2400,4191.6300,4187.0600,4187.4450,0.5931
1781059560,4187.3750,4187.7850,4184.9800,4185.7500,0.6161
1781059620,4185.7200,4187.2200,4184.9100,4184.9300,0.6144
1781059680,4185.1550,4191.9100,4184.7750,4190.9400,0.5953
1781059740,4191.0950,4193.7400,4190.7200,4193.0150,0.5598
1781059800,4192.9100,4195.7100,4190.8400,4190.9700,0.5722
1781059860,4191.2300,4191.2850,4185.0600,4186.7950,0.5802
1781059920,4186.9250,4189.0800,4183.8400,4186.6200,0.5935
1781059980,4186.6550,4189.4100,4186.0600,4188.8300,0.5237
1781060040,4188.7450,4192.6050,4188.5250,4192.1200,0.5849
1781060100,4192.1100,4192.9150,4189.4300,4189.9350,0.5870
1781060160,4189.7250,4192.7635,4189.0150,4190.1400,0.5944
1781060220,4190.5150,4191.1150,4188.1750,4189.7600,0.5751
1781060280,4189.7100,4189.9300,4187.3165,4188.2100,0.5636
1781060340,4188.1700,4189.2300,4187.8350,4188.8050,0.5610
1781060400,4188.8550,4191.9250,4188.7300,4190.1000,0.5528
1781060460,4190.1050,4190.1700,4188.3415,4190.1550,0.5601
1781060520,4190.1750,4191.0250,4188.6450,4189.2850,0.5231
1781060580,4189.2700,4189.5250,4185.2500,4185.4150,0.5447
1781060640,4185.4300,4187.2900,4183.9750,4187.0550,0.5308
1781060700,4187.1900,4187.2200,4183.5450,4184.5250,0.5492
1781060760,4184.4065,4184.4400,4181.8150,4182.5450,0.5503
1781060820,4182.6100,4182.8900,4179.8500,4182.2950,0.5712
1781060880,4182.2200,4183.7100,4181.6400,4181.6400,0.5452
1781060940,4181.6100,4181.9700,4179.6800,4181.2350,0.5666
1781061000,4181.1750,4181.5350,4179.9400,4181.3150,0.5685
1781061060,4181.2700,4184.6900,4180.6950,4184.3250,0.5550
1781061120,4184.3150,4184.7400,4182.7600,4184.6550,0.5689
1781061180,4184.5850,4186.5550,4184.0750,4184.0750,0.5413
1781061240,4184.0650,4184.7750,4182.6050,4182.8550,0.5650
1781061300,4182.9900,4184.3850,4181.8250,4183.5300,0.6117
1781061360,4183.5550,4185.0700,4181.4700,4184.7450,0.5518
1781061420,4184.8200,4186.6900,4184.0000,4186.4400,0.5494
1781061480,4186.4850,4186.5400,4182.7750,4183.6900,0.5480
1781061540,4183.6000,4183.6250,4179.8100,4181.0700,0.5378
1781061600,4181.0850,4183.5250,4180.2300,4182.7650,0.5539
1781061660,4182.6550,4184.7200,4182.3850,4184.5400,0.5531
1781061720,4184.4000,4185.8050,4182.5900,4182.8550,0.5221
1781061780,4182.9000,4185.4400,4182.7000,4184.1800,0.5465
1781061840,4184.2400,4187.2800,4182.9500,4183.3900,0.4912
1781061900,4183.3950,4183.4050,4179.2565,4180.6550,0.4566
1781061960,4180.5900,4180.6100,4178.2165,4179.2200,0.5886
1781062020,4179.1665,4182.5500,4178.8800,4182.0750,0.5778
1781062080,4181.9400,4186.2950,4181.9100,4185.7850,0.5633
1781062140,4185.7850,4188.5150,4185.7600,4188.0850,0.5328
1781062200,4188.0200,4192.6550,4185.1200,4185.1200,0.5778
1781062260,4185.1120,4188.1150,4185.0415,4186.6200,0.5755
