ts,o,h,l,c,spr
1780570140,4472.2600,4472.5585,4470.6150,4470.7450,0.4956
1780570200,4470.7500,4471.8800,4470.3000,4471.2100,0.5372
1780570260,4471.2350,4473.0435,4470.9400,4472.9785,0.5205
1780570320,4472.9500,4475.7200,4472.6750,4472.6750,0.5402
1780570380,4472.6850,4473.3900,4472.2550,4472.6200,0.5506
1780570440,4472.6300,4475.1200,4472.3150,4475.0600,0.5430
1780570500,4475.0750,4475.4400,4473.1600,4473.3550,0.5352
1780570560,4473.3050,4473.4150,4472.3050,4472.7800,0.4990
1780570620,4472.7150,4472.7150,4470.6750,4470.6750,0.4645
1780570680,4470.6900,4471.0050,4469.6300,4470.2700,0.5054
1780570740,4470.2650,4471.1400,4470.0850,4470.4700,0.5656
1780570800,4470.4950,4470.8500,4468.9950,4469.7650,0.5818
1780570860,4469.7900,4471.4000,4469.6900,4471.3300,0.5808
1780570920,4471.5550,4472.1450,4470.3350,4470.5700,0.5804
1780570980,4470.4800,4470.5750,4468.9950,4469.5700,0.5777
1780571040,4469.5500,4470.1750,4468.5000,4470.1600,0.5896
1780571100,4470.1500,4470.7550,4469.6350,4470.0600,0.5885
1780571160,4470.0350,4470.4500,4469.7000,4469.8900,0.5783
1780571220,4469.9000,4471.3550,4469.6950,4471.0150,0.5751
1780571280,4471.0150,4471.3300,4470.5700,4470.7400,0.5823
1780571340,4470.7650,4470.9500,4469.2300,4469.5550,0.5636
1780571400,4469.6300,4470.0450,4469.2300,4469.7850,0.5859
1780571460,4469.6050,4472.1400,4468.0600,4469.4750,0.5834
1780571520,4469.5150,4470.5200,4469.4400,4470.2750,0.5753
1780571580,4470.2850,4471.7850,4470.1150,4471.4700,0.5868
1780571640,4471.4900,4471.5050,4470.9600,4471.3450,0.5914
1780571700,4471.4350,4471.6950,4470.4750,4471.0900,0.5563
1780571760,4471.0750,4471.0750,4468.9300,4469.3250,0.5722
1780571820,4469.3650,4470.2700,4468.9300,4470.2700,0.5684
1780571880,4470.2900,4470.6550,4468.8050,4468.8800,0.5566
1780571940,4468.8600,4470.0850,4468.6700,4468.9250,0.5682
1780572000,4468.9350,4469.1200,4467.8500,4468.2900,0.5959
1780572060,4468.2400,4468.6100,4466.8650,4467.6650,0.5935
1780572120,4467.6500,4467.6500,4465.0350,4466.1350,0.5633
1780572180,4466.0400,4466.6300,4465.5750,4465.6400,0.5606
1780572240,4465.6300,4467.4600,4464.8600,4467.0750,0.5838
1780572300,4467.0850,4467.0950,4465.9300,4466.1000,0.5701
1780572360,4465.9200,4465.9200,4464.3650,4465.0500,0.5898
1780572420,4465.0600,4468.4550,4465.0600,4468.2400,0.5879
1780572480,4468.1450,4468.2250,4467.0850,4467.6700,0.5812
1780572540,4467.7800,4467.9835,4466.7500,4467.6550,0.5656
1780572600,4467.7000,4468.9640,4466.5700,4467.3300,0.5555
1780572660,4467.3800,4467.7500,4466.6800,4467.7250,0.5832
1780572720,4467.7050,4469.0500,4466.9250,4469.0400,0.5877
1780572780,4469.0450,4469.3700,4468.6850,4469.1150,0.5834
1780572840,4469.1100,4469.7700,4467.9950,4468.0050,0.5544
1780572900,4467.9800,4470.1050,4467.7950,4469.9100,0.5706
1780572960,4469.9300,4470.5350,4469.4850,4470.1650,0.5756
1780573020,4470.1850,4471.2000,4469.9300,4470.7350,0.5720
1780573080,4470.7400,4470.7400,4468.4900,4468.9400,0.5874
1780573140,4468.9050,4469.6900,4468.8950,4469.1850,0.5283
1780573200,4469.2100,4470.4200,4468.7450,4468.9550,0.5292
1780573260,4468.9400,4471.0450,4468.6800,4471.0100,0.5395
1780573320,4471.0150,4472.7650,4470.8200,4472.3650,0.5435
1780573380,4472.4600,4472.9150,4471.8050,4472.4250,0.5658
1780573440,4472.4500,4472.8050,4471.3050,4471.4050,0.5751
1780573500,4471.5750,4472.9250,4470.9700,4472.9250,0.5630
1780573560,4472.9300,4473.1700,4471.8400,4471.9300,0.5749
1780573620,4472.0300,4472.0400,4470.8350,4471.0850,0.5581
1780573680,4471.0700,4472.7000,4470.7700,4472.1500,0.5565
1780573740,4472.1650,4472.3650,4471.3200,4471.4600,0.5271
1780573800,4471.5350,4471.5650,4469.8100,4470.3250,0.5632
1780573860,4470.5350,4470.7500,4469.6200,4470.4300,0.5830
1780573920,4470.4850,4470.8500,4468.7800,4469.4100,0.5766
1780573980,4469.4350,4469.7450,4468.5950,4469.6800,0.5530
1780574040,4469.7200,4471.5700,4469.2450,4471.2000,0.5835
1780574100,4471.1550,4471.6450,4469.6350,4470.7050,0.5700
1780574160,4470.7150,4470.9950,4470.3400,4470.6500,0.5629
1780574220,4470.6300,4471.4450,4470.5000,4471.3100,0.5603
1780574280,4471.3750,4471.4850,4470.8950,4471.1700,0.5645
1780574340,4471.2000,4473.9650,4470.9750,4473.7600,0.5445
1780574400,4473.7850,4475.5200,4473.0450,4474.4300,0.5859
1780574460,4474.2850,4474.2950,4472.3000,4472.3850,0.5703
1780574520,4472.3050,4472.5050,4468.6850,4469.5900,0.5700
1780574580,4469.5000,4471.1350,4469.2750,4470.7800,0.5658
1780574640,4470.8600,4473.0050,4470.8600,4472.3000,0.5570
1780574700,4472.3950,4473.5950,4471.9600,4472.7650,0.5141
1780574760,4472.7400,4473.6400,4472.1600,4473.5250,0.5552
1780574820,4473.5050,4476.1250,4472.5150,4476.0400,0.5631
1780574880,4476.0600,4477.0100,4475.8200,4476.1400,0.5593
1780574940,4476.1650,4478.3350,4476.0950,4477.5700,0.5566
1780575000,4477.5850,4477.8285,4476.1100,4477.7150,0.5486
1780575060,4477.7550,4478.8700,4475.5900,4475.8900,0.5275
1780575120,4475.9600,4476.5150,4474.9300,4476.0200,0.5559
1780575180,4476.0100,4476.5650,4475.1100,4475.5400,0.5654
1780575240,4475.5150,4476.1900,4473.6100,4473.6400,0.5794
1780575300,4473.6400,4475.0350,4473.5350,4474.3850,0.5741
1780575360,4474.4250,4476.8200,4474.1100,4476.6700,0.5417
1780575420,4476.6650,4479.3800,4476.6650,4477.0900,0.5589
1780575480,4477.1100,4477.7250,4476.3450,4477.5900,0.5528
1780575540,4477.5800,4478.3700,4476.8950,4478.0350,0.5634
1780575600,4478.6500,4478.6500,4476.7900,4477.7000,0.5983
1780575660,4477.7500,4478.3450,4477.4450,4477.9750,0.5760
1780575720,4477.9450,4478.2300,4476.8600,4477.3300,0.5667
1780575780,4477.2950,4480.1150,4476.7550,4479.8050,0.5744
1780575840,4479.7900,4480.4000,4478.4550,4478.9750,0.5598
1780575900,4478.9700,4481.9000,4477.6750,4481.7800,0.5726
1780575960,4481.8050,4487.7100,4481.5800,4486.4050,0.5539
1780576020,4486.3050,4491.5650,4485.7050,4488.6800,0.5744
1780576080,4488.7100,4490.9650,4488.3850,4488.4250,0.6017
1780576140,4488.3750,4489.9100,4487.6415,4489.7350,0.5713
1780576200,4489.8000,4492.7050,4488.4950,4491.1400,0.5799
1780576260,4491.0900,4491.8300,4490.1700,4491.4585,0.5577
1780576320,4491.4700,4491.5100,4487.3700,4488.0750,0.5634
1780576380,4488.0650,4488.5885,4487.3150,4487.8000,0.5964
1780576440,4487.7850,4487.7850,4484.6500,4485.3700,0.5917
1780576500,4485.2600,4485.9250,4484.6750,4484.8350,0.5835
1780576560,4484.7850,4485.6950,4483.3750,4483.3950,0.5790
1780576620,4483.3850,4483.8850,4482.2350,4482.7800,0.5841
1780576680,4483.2785,4485.9550,4483.0450,4485.7050,0.5903
1780576740,4485.5700,4488.6000,4485.5000,4488.2200,0.5745
1780576800,4488.2650,4488.9850,4486.8600,4487.3300,0.5974
1780576860,4487.2600,4490.8650,4486.6850,4490.8050,0.6105
1780576920,4490.7015,4490.7750,4487.6850,4488.2000,0.6393
1780576980,4488.2400,4489.7100,4487.2550,4489.4615,0.6273
1780577040,4489.6550,4492.2900,4489.5400,4491.5200,0.6174
1780577100,4491.5650,4494.0250,4491.5650,4493.9150,0.5888
1780577160,4493.9650,4498.5285,4493.8350,4497.0300,0.5886
1780577220,4497.0600,4500.9650,4497.0600,4499.4900,0.5698
1780577280,4499.8300,4504.2315,4499.4900,4501.3500,0.5827
1780577340,4501.4600,4503.7550,4499.8600,4501.3050,0.5931
1780577400,4501.2550,4503.9100,4500.9000,4502.1150,0.5803
1780577460,4502.1750,4504.8700,4501.2600,4504.3550,0.5397
1780577520,4504.2850,4504.6150,4502.6000,4502.7950,0.5615
1780577580,4503.0385,4503.3800,4501.3215,4502.4250,0.6029
1780577640,4502.4350,4504.7800,4502.3635,4503.8900,0.5984
1780577700,4503.9300,4506.1185,4503.9300,4505.6800,0.6050
1780577760,4505.6350,4508.0000,4505.4100,4507.8650,0.5906
1780577820,4507.8900,4513.4950,4506.9150,4513.2550,0.6090
1780577880,4513.2250,4514.6700,4512.6000,4514.6350,0.5474
1780577940,4514.4250,4514.8150,4511.5250,4511.5250,0.6030
1780578000,4511.5200,4513.8900,4511.5200,4512.6350,0.5934
1780578060,4512.7150,4512.7900,4505.8350,4505.8550,0.5961
1780578120,4505.8400,4506.5500,4504.2950,4505.9250,0.5959
1780578180,4505.9850,4506.9800,4504.0850,4504.1150,0.5996
1780578240,4504.2250,4504.3435,4497.1250,4497.4300,0.5824
1780578300,4497.4200,4500.2950,4496.7300,4499.2500,0.5150
1780578360,4499.1450,4503.6350,4498.7550,4503.5300,0.5535
1780578420,4503.3400,4503.7800,4501.1150,4502.5700,0.5718
1780578480,4502.6050,4502.6200,4499.4250,4500.3350,0.5654
1780578540,4500.2850,4501.3300,4495.0000,4498.4450,0.6138
1780578600,4498.5150,4499.3300,4496.5550,4497.2400,0.6144
1780578660,4497.2150,4497.3150,4491.5265,4492.1600,0.6022
1780578720,4492.1950,4495.0100,4492.1750,4493.2550,0.5684
1780578780,4493.3250,4494.3100,4492.0600,4492.9050,0.5899
1780578840,4492.8050,4493.9200,4492.6550,4493.9200,0.5632
1780578900,4493.9250,4495.6900,4491.4700,4492.1250,0.5509
1780578960,4492.1000,4493.0350,4491.4500,4492.2300,0.5474
1780579020,4492.2365,4492.6400,4491.2300,4492.1800,0.5578
1780579080,4492.1750,4494.0250,4491.5250,4493.8700,0.5529
1780579140,4493.7965,4494.2600,4491.7050,4492.4700,0.5544
1780579200,4492.5350,4496.2550,4492.3200,4495.5050,0.5437
1780579260,4495.3750,4498.5150,4495.1850,4497.3650,0.5583
1780579320,4497.3465,4499.0850,4495.9600,4498.0950,0.5687
1780579380,4498.1100,4499.2900,4497.4050,4499.0400,0.5749
1780579440,4499.0550,4499.2650,4497.1700,4497.5900,0.5720
1780579500,4497.6600,4498.0150,4495.9050,4496.5700,0.5743
1780579560,4496.4850,4499.1200,4496.4750,4498.5050,0.5793
1780579620,4498.4750,4499.7000,4496.0750,4499.2500,0.6014
1780579680,4499.1765,4500.0600,4498.0450,4498.5250,0.6359
1780579740,4498.4650,4498.8950,4497.8500,4498.7450,0.7043
1780579800,4498.6735,4501.8100,4497.2100,4498.9300,0.7157
1780579860,4498.9300,4500.6750,4497.2900,4500.6550,0.6253
1780579920,4500.6200,4500.8150,4498.2850,4499.0900,0.5863
1780579980,4499.1000,4499.6400,4497.6600,4499.4650,0.5402
1780580040,4499.4650,4500.8850,4498.2150,4499.2400,0.5708
1780580100,4499.3450,4501.5800,4497.0900,4501.4750,0.5641
1780580160,4501.4200,4502.1900,4500.3450,4501.1000,0.5439
1780580220,4501.0715,4501.2885,4499.1350,4499.9000,0.5519
1780580280,4499.7000,4499.8700,4498.7650,4499.5800,0.5665
1780580340,4499.5900,4499.5900,4498.0050,4499.0300,0.5603
1780580400,4499.0100,4502.0500,4499.0100,4500.2350,0.5330
1780580460,4500.1450,4501.4600,4499.2350,4500.3050,0.5139
1780580520,4500.3250,4500.7250,4499.7400,4499.7950,0.5175
1780580580,4499.8900,4501.2000,4499.0150,4499.9000,0.5071
1780580640,4499.8150,4502.1400,4499.5700,4502.1000,0.5016
1780580700,4502.1150,4503.1200,4500.6950,4501.1700,0.5487
1780580760,4501.1500,4501.4000,4499.2500,4499.4000,0.5465
1780580820,4499.3065,4501.2050,4499.0850,4500.5750,0.5555
1780580880,4500.5650,4501.4650,4500.0650,4500.5100,0.5696
1780580940,4500.5300,4505.1135,4499.9900,4504.9750,0.5586
1780581000,4504.9885,4507.8350,4504.9450,4507.3800,0.5368
1780581060,4507.3650,4510.9285,4506.3850,4509.8800,0.5628
1780581120,4509.8850,4511.0200,4506.4600,4506.8550,0.5860
1780581180,4506.7265,4509.4585,4502.2150,4508.1750,0.5661
1780581240,4508.4800,4510.4500,4508.2000,4508.4250,0.5847
1780581300,4508.4400,4510.1900,4506.9550,4507.6350,0.5633
1780581360,4507.5500,4507.6700,4505.1900,4506.3700,0.5599
1780581420,4506.4000,4506.7050,4504.7550,4504.7700,0.5742
1780581480,4504.8250,4505.3700,4503.1350,4503.2300,0.5464
1780581540,4503.0315,4505.0650,4502.8000,4504.2600,0.5571
1780581600,4504.1650,4504.5800,4500.2450,4503.5150,0.5795
1780581660,4503.6350,4510.1900,4503.0000,4510.1100,0.5626
1780581720,4509.9700,4509.9700,4505.8850,4506.7800,0.6079
1780581780,4506.8200,4507.2700,4502.7850,4502.9300,0.6023
1780581840,4502.9350,4505.6400,4502.8850,4505.1850,0.6084
1780581900,4505.1950,4509.0150,4505.1950,4508.1400,0.6011
1780581960,4508.1150,4508.5400,4504.1750,4506.8000,0.6144
1780582020,4506.7900,4508.0350,4506.1900,4507.2250,0.6067
1780582080,4507.2400,4507.4750,4504.6900,4505.2350,0.5835
1780582140,4505.2700,4505.2850,4503.7700,4504.8900,0.5614
1780582200,4504.9000,4505.5200,4502.4600,4502.5150,0.5837
1780582260,4502.5250,4503.8150,4502.0850,4502.8750,0.5602
1780582320,4502.9450,4503.8950,4502.1050,4502.9500,0.5675
1780582380,4502.9800,4504.0200,4502.4150,4503.9200,0.5759
1780582440,4504.0050,4504.2550,4503.0450,4503.2900,0.5685
1780582500,4503.2850,4506.5200,4503.0550,4506.4950,0.5823
1780582560,4506.5250,4506.5250,4504.8100,4505.6450,0.5448
1780582620,4505.6550,4507.3550,4504.8000,4506.8750,0.5375
1780582680,4506.8850,4507.7550,4506.4150,4507.5000,0.5359
1780582740,4507.4700,4508.8550,4507.2250,4507.8900,0.5685
1780582800,4507.8750,4509.5100,4506.9200,4508.5950,0.5931
1780582860,4508.5450,4508.8000,4506.5600,4506.5900,0.5758
1780582920,4506.6000,4508.3800,4506.5900,4507.4300,0.5623
1780582980,4507.4900,4508.0850,4506.1600,4506.4000,0.5538
1780583040,4506.3800,4507.0300,4504.3750,4504.9600,0.5386
1780583100,4504.6565,4504.7700,4503.7950,4504.3000,0.5523
1780583160,4504.3500,4504.3800,4501.9000,4502.8050,0.5575
1780583220,4502.8600,4504.1550,4501.8700,4502.1600,0.5739
1780583280,4502.1800,4504.4650,4501.8550,4504.0350,0.5858
1780583340,4504.0800,4506.5400,4504.0800,4504.7150,0.5536
1780583400,4504.8650,4506.7150,4502.5600,4503.6400,0.6218
1780583460,4503.6900,4505.1750,4503.1150,4504.2300,0.5857
1780583520,4504.3050,4506.1650,4502.8150,4503.9000,0.5816
1780583580,4503.9100,4506.5350,4503.5950,4506.3450,0.5932
1780583640,4506.4000,4507.3700,4504.5250,4506.2350,0.5888
1780583700,4506.1750,4510.0400,4504.9950,4509.4335,0.5882
1780583760,4509.0150,4511.1100,4508.7150,4509.0650,0.5909
1780583820,4509.0100,4512.2950,4508.8115,4509.6450,0.6150
1780583880,4509.7550,4509.8350,4507.7850,4508.9400,0.5974
1780583940,4509.3135,4509.5550,4507.6000,4509.4100,0.5606
1780584000,4509.3650,4510.7515,4505.6350,4505.7950,0.5786
1780584060,4505.8650,4508.2200,4505.2000,4507.7650,0.5938
1780584120,4507.7700,4508.2750,4505.7300,4507.9950,0.5817
1780584180,4508.3000,4511.1350,4508.3000,4509.5250,0.5705
1780584240,4509.5850,4515.0850,4509.1050,4514.5600,0.5936
1780584300,4514.6200,4515.5050,4511.5850,4511.8300,0.5890
1780584360,4511.7800,4513.7500,4511.3150,4512.3750,0.5615
1780584420,4512.3800,4512.7200,4510.4450,4510.5400,0.5419
1780584480,4510.5500,4512.0150,4507.3400,4508.8650,0.5549
1780584540,4508.8550,4511.0750,4508.1000,4510.1350,0.5834
1780584600,4510.1450,4510.6300,4508.3250,4509.7200,0.5917
1780584660,4509.6850,4512.1450,4509.2400,4511.4600,0.5802
1780584720,4511.3050,4512.4350,4505.7600,4505.7600,0.5734
1780584780,4505.7200,4506.7150,4502.6400,4503.0300,0.5641
1780584840,4503.0250,4503.4250,4497.8300,4498.5950,0.5851
1780584900,4498.6800,4500.8300,4497.7450,4500.7300,0.5800
1780584960,4500.7200,4502.4800,4498.4550,4501.9900,0.5659
1780585020,4501.9600,4502.0450,4500.1950,4500.3950,0.5770
1780585080,4500.3850,4503.1950,4500.0800,4501.0350,0.5610
1780585140,4501.0250,4501.2250,4495.5050,4495.9000,0.5625
1780585200,4495.8850,4499.9800,4495.3265,4497.9900,0.5834
1780585260,4497.9915,4499.7150,4497.1850,4498.3950,0.5796
1780585320,4498.4050,4498.8900,4494.6500,4496.4100,0.5968
1780585380,4496.4350,4497.7400,4495.3900,4496.8400,0.6037
1780585440,4496.5350,4498.1400,4495.3050,4495.5150,0.6060
1780585500,4495.5550,4496.9700,4494.8550,4496.8200,0.5908
1780585560,4496.7400,4499.9950,4495.3850,4496.3100,0.5898
1780585620,4496.3550,4498.5700,4495.1665,4495.1950,0.5767
1780585680,4495.2100,4495.2100,4490.4515,4492.3050,0.5670
1780585740,4492.3150,4492.4100,4487.9500,4490.0500,0.5562
1780585800,4490.2785,4490.7500,4488.8650,4489.4800,0.5502
1780585860,4489.4550,4492.4350,4488.9550,4491.6400,0.5768
1780585920,4491.2250,4491.9800,4489.0165,4489.7200,0.5471
1780585980,4489.7450,4489.8650,4487.0450,4487.1400,0.5639
1780586040,4487.2300,4488.2300,4486.0750,4487.8350,0.5627
1780586100,4487.7850,4490.5550,4485.5150,4489.9400,0.5448
1780586160,4489.9450,4493.9300,4489.8750,4492.6600,0.5519
1780586220,4492.5150,4492.8950,4490.4050,4490.8900,0.5153
1780586280,4491.0400,4491.3650,4489.1100,4489.5000,0.5413
1780586340,4489.5400,4489.6900,4487.4200,4487.7850,0.5359
1780586400,4487.8200,4488.2950,4486.3050,4486.7350,0.5777
1780586460,4486.7000,4487.1250,4484.4950,4486.4850,0.5528
1780586520,4486.6835,4488.2100,4486.0300,4488.1550,0.5500
1780586580,4488.2200,4489.4600,4487.2350,4489.3800,0.5592
1780586640,4489.3400,4489.5800,4485.0100,4485.3250,0.5387
1780586700,4485.2900,4487.0750,4484.5200,4486.3400,0.5419
1780586760,4486.3550,4487.2900,4485.7850,4485.8500,0.5541
1780586820,4485.9200,4487.2500,4485.3050,4487.1800,0.5578
1780586880,4487.1500,4488.0200,4484.9650,4485.9600,0.5733
1780586940,4485.9350,4486.5250,4484.1400,4486.3050,0.5412
1780587000,4486.4550,4486.8315,4482.3300,4483.3850,0.5094
1780587060,4483.4050,4483.8750,4481.5050,4483.6050,0.5055
1780587120,4483.6350,4483.9450,4481.8250,4482.5350,0.4910
1780587180,4482.5700,4484.2650,4482.3800,4483.9550,0.5232
1780587240,4483.9600,4485.4950,4483.7950,4484.3000,0.5224
1780587300,4484.3700,4484.3950,4480.7500,4481.7900,0.5166
1780587360,4481.8700,4482.1300,4480.1065,4480.3150,0.5228
1780587420,4480.2950,4482.1150,4479.5800,4481.8300,0.5349
1780587480,4481.8100,4482.0200,4477.7550,4478.8600,0.5357
1780587540,4478.7550,4481.9300,4477.7600,4480.3650,0.5695
1780587600,4480.4200,4480.8550,4479.0250,4479.8215,0.5740
1780587660,4479.8600,4480.7650,4479.3750,4479.5950,0.5928
1780587720,4479.5800,4480.1100,4475.7250,4476.7115,0.5916
1780587780,4476.6015,4476.9850,4473.7100,4474.3750,0.5713
1780587840,4474.2800,4475.7050,4472.3950,4474.9800,0.5428
1780587900,4475.0300,4475.7335,4472.9950,4472.9950,0.5437
1780587960,4473.0000,4474.8400,4471.3800,4472.6150,0.5549
1780588020,4472.6300,4473.4700,4470.2000,4470.3650,0.5386
1780588080,4470.4885,4471.3600,4465.6350,4465.8300,0.5558
1780588140,4465.7850,4467.0150,4465.1650,4466.4400,0.5982
1780588200,4466.4500,4470.6585,4466.2850,4468.0800,0.6349
1780588260,4468.0400,4468.0900,4460.9625,4465.0935,0.6184
1780588320,4465.1285,4465.5300,4463.2785,4464.4250,0.6364
1780588380,4464.3550,4465.3100,4457.3800,4458.2600,0.6231
1780588440,4458.2300,4464.3350,4457.9950,4464.1750,0.5862
1780588500,4463.9950,4466.5135,4463.5600,4465.6335,0.5697
1780588560,4465.6600,4466.3185,4462.8500,4463.5200,0.5736
1780588620,4463.5100,4465.8850,4460.2550,4464.6915,0.5892
1780588680,4464.5600,4465.1050,4463.0100,4465.1050,0.5753
1780588740,4465.2400,4466.1200,4463.9300,4465.9450,0.5468
1780588800,4466.0435,4468.7500,4463.7350,4466.0850,0.5918
1780588860,4466.0150,4467.4000,4464.7100,4467.1150,0.5915
1780588920,4467.0550,4470.1700,4466.6750,4469.5935,0.6103
1780588980,4469.6585,4470.7650,4468.8350,4469.6550,0.5964
1780589040,4469.6885,4470.6550,4469.3800,4470.5800,0.5833
1780589100,4470.6000,4472.7150,4469.8450,4471.0900,0.5501
1780589160,4471.1000,4471.2250,4469.1700,4469.1900,0.5875
1780589220,4469.2850,4469.2850,4467.3200,4468.2665,0.5861
1780589280,4468.3100,4470.2050,4467.9450,4469.1435,0.5837
1780589340,4469.2200,4470.7450,4468.9500,4470.4050,0.5856
1780589400,4470.5500,4472.7565,4470.2300,4472.1600,0.5968
1780589460,4472.3350,4474.7885,4472.3350,4473.8850,0.5483
1780589520,4473.8565,4473.9000,4471.8800,4472.9800,0.5783
1780589580,4472.9700,4473.0000,4470.1265,4470.1900,0.5789
1780589640,4470.1115,4472.9600,4470.1115,4471.9600,0.5767
1780589700,4471.9800,4474.0500,4471.6450,4472.7300,0.4891
1780589760,4472.7200,4472.8435,4471.3600,4471.8250,0.5361
1780589820,4471.8300,4473.0300,4471.5450,4472.1435,0.5754
1780589880,4472.1285,4472.3450,4471.4250,4471.7950,0.6058
1780589940,4471.8250,4473.4950,4471.8250,4473.3765,0.5513
1780590000,4473.3950,4473.7900,4472.2100,4472.5535,0.4730
1780590060,4472.5335,4473.2850,4471.8400,4472.6000,0.5537
1780590120,4472.6350,4473.8850,4471.3750,4472.3350,0.4741
1780590180,4472.3400,4472.9750,4471.7000,4471.7150,0.5393
1780590240,4471.7250,4472.7850,4470.8150,4470.8600,0.5504
1780590300,4470.9250,4471.5700,4470.3500,4470.9450,0.5740
1780590360,4471.0600,4471.6650,4470.4300,4471.5900,0.5743
1780590420,4471.6250,4471.6300,4469.3350,4471.2050,0.5989
1780590480,4471.2100,4472.3350,4469.7050,4469.8750,0.5780
1780590540,4469.8600,4472.0150,4469.2550,4471.0250,0.5799
1780590600,4470.9350,4472.3300,4470.4750,4471.7450,0.5805
1780590660,4471.6950,4472.9400,4471.3500,4471.4650,0.5617
1780590720,4471.4900,4471.9650,4470.0950,4470.7700,0.5522
1780590780,4470.7400,4472.0950,4469.8050,4471.2550,0.5357
1780590840,4471.4700,4472.0750,4470.7085,4472.0650,0.5151
1780590900,4472.0550,4474.5350,4471.1150,4474.0200,0.5124
1780590960,4474.0050,4474.9650,4473.1400,4474.9250,0.4451
1780591020,4474.8785,4475.3250,4473.8650,4475.1750,0.4812
1780591080,4475.1300,4475.1300,4474.2750,4474.4900,0.5536
1780591140,4474.4550,4477.4350,4474.4450,4477.2500,0.5327
1780591200,4477.2850,4477.4600,4474.4000,4474.6050,0.5468
1780591260,4474.6450,4474.8750,4473.6150,4474.2700,0.5530
1780591320,4474.2550,4474.3050,4473.6800,4473.9250,0.5440
1780591380,4473.8650,4474.3600,4472.3150,4472.8300,0.4840
1780591440,4472.9250,4473.1335,4471.2700,4472.8800,0.5797
1780591500,4472.8685,4472.8800,4470.1400,4472.6100,0.6074
1780591560,4472.5750,4474.9450,4472.5350,4474.8300,0.5396
1780591620,4474.8750,4475.4100,4474.1550,4475.1450,0.5216
1780591680,4475.1200,4476.0000,4474.6450,4475.7700,0.5366
1780591740,4475.6950,4475.9400,4474.2350,4474.4900,0.5468
1780591800,4474.4700,4476.3250,4474.4650,4476.3250,0.5603
1780591860,4476.3650,4477.5800,4476.1000,4477.5700,0.5582
1780591920,4477.5600,4478.9100,4477.5600,4478.2100,0.5558
1780591980,4478.2750,4478.5650,4476.9900,4478.4400,0.5838
