ts,o,h,l,c,v
1782209400,4144.6,4151.0,4144.4,4150.0,1337.0
1782210000,4150.0,4150.0,4144.3,4148.1,1073.0
1782210600,4148.1,4149.9,4144.4,4146.4,1099.0
1782211200,4146.5,4147.9,4141.3,4142.4,1513.0
1782211800,4142.1,4143.7,4137.3,4137.8,1649.0
1782212400,4137.8,4144.5,4135.3,4143.4,2122.0
1782213000,4143.4,4147.6,4142.7,4146.4,1189.0
1782213600,4146.1,4149.9,4142.1,4144.9,2381.0
1782214200,4144.6,4146.6,4137.7,4143.4,1876.0
1782214800,4143.3,4143.8,4135.8,4139.3,1859.0
1782215400,4139.3,4144.2,4136.6,4141.1,2041.0
1782216000,4141.3,4145.5,4137.2,4137.5,2396.0
1782216600,4137.5,4140.2,4128.9,4135.1,3287.0
1782217200,4135.2,4137.5,4129.7,4132.4,3152.0
1782217800,4132.5,4140.4,4131.7,4139.7,2211.0
1782218400,4139.5,4139.7,4130.6,4135.6,2354.0
1782219000,4135.8,4139.4,4130.0,4130.8,2382.0
1782219600,4131.0,4137.3,4125.4,4134.2,4781.0
1782220200,4134.1,4134.7,4124.1,4124.9,2922.0
1782220800,4124.8,4137.1,4122.9,4133.5,4152.0
1782221400,4133.7,4142.7,4127.1,4136.7,6803.0
1782222000,4136.6,4153.3,4135.8,4149.1,6504.0
1782222600,4149.2,4158.4,4148.6,4154.2,5555.0
1782223200,4153.3,4162.3,4151.3,4160.0,5820.0
1782223800,4159.9,4163.6,4150.6,4159.6,5280.0
1782224400,4159.5,4161.0,4146.3,4150.1,5421.0
1782225000,4150.1,4150.9,4140.4,4141.9,4253.0
1782225600,4142.0,4146.6,4140.4,4144.3,3216.0
1782226200,4144.4,4148.2,4141.2,4147.7,2632.0
1782226800,4148.0,4153.1,4140.8,4140.9,4155.0
1782227400,4141.2,4148.2,4140.8,4145.2,2222.0
1782228000,4144.6,4147.2,4141.2,4144.6,1654.0
1782228600,4144.7,4155.6,4144.1,4155.1,3394.0
1782229200,4155.3,4159.5,4151.8,4152.9,2832.0
1782229800,4153.1,4157.4,4152.1,4156.6,1514.0
1782230400,4156.8,4158.1,4151.4,4152.8,1405.0
1782231000,4152.9,4156.2,4150.8,4155.3,1196.0
1782231600,4155.2,4155.9,4153.2,4154.5,949.0
1782232200,4154.3,4161.0,4153.2,4159.8,1617.0
1782232800,4159.7,4161.8,4157.1,4158.0,1093.0
1782233400,4158.0,4158.6,4149.2,4151.8,2153.0
1782234000,4151.6,4152.2,4147.6,4150.1,1671.0
1782234600,4150.2,4157.5,4150.1,4154.2,1804.0
1782235200,4154.1,4155.6,4147.8,4149.0,2037.0
1782235800,4149.1,4149.7,4145.5,4147.5,1281.0
1782236400,4147.6,4150.9,4146.8,4149.6,978.0
1782237000,4149.7,4150.1,4145.3,4145.8,855.0
1782237600,4145.9,4149.0,4141.8,4142.9,1361.0
1782238200,4143.1,4144.0,4141.6,4142.6,737.0
1782238800,4142.5,4143.4,4138.4,4138.8,1315.0
1782239400,4138.8,4140.8,4137.5,4137.8,1064.0
1782240000,4137.8,4138.2,4130.6,4132.8,1724.0
1782240600,4133.0,4136.3,4132.0,4135.8,1035.0
1782241200,4135.8,4144.5,4134.7,4140.3,1867.0
1782241800,4140.2,4141.5,4135.1,4135.5,1086.0
1782242400,4135.6,4141.0,4135.6,4140.0,934.0
1782243000,4139.9,4142.4,4138.7,4140.5,735.0
1782243600,4140.5,4140.5,4135.5,4137.8,878.0
1782244200,4138.3,4138.9,4129.2,4129.7,2041.0
1782244800,4129.7,4131.1,4126.6,4130.2,1411.0
1782245400,4130.1,4130.8,4125.5,4127.4,812.0
1782246000,4127.6,4129.4,4125.1,4128.6,639.0
1782246600,4128.4,4129.0,4126.8,4128.3,322.0
1782247200,4128.6,4129.5,4126.6,4127.9,649.0
1782247800,4127.5,4129.0,4126.5,4129.0,547.0
1782252000,4129.0,4131.9,4127.5,4129.8,867.0
1782252600,4129.5,4132.8,4128.5,4128.6,938.0
1782253200,4129.0,4129.4,4121.4,4123.1,2741.0
1782253800,4123.0,4125.4,4113.9,4118.0,2389.0
1782254400,4118.0,4124.9,4116.4,4122.8,1697.0
1782255000,4122.9,4126.1,4120.4,4121.4,1583.0
1782255600,4121.5,4121.5,4111.8,4113.5,1994.0
1782256200,4113.3,4119.0,4113.1,4117.4,1461.0
1782256800,4117.2,4117.2,4113.9,4114.6,579.0
1782257400,4114.8,4115.5,4098.0,4101.2,3686.0
1782258000,4101.6,4115.8,4098.0,4113.1,4389.0
1782258600,4113.3,4118.4,4111.8,4116.6,2074.0
1782259200,4116.8,4129.8,4112.1,4127.7,4675.0
1782259800,4128.1,4129.1,4120.7,4121.4,3075.0
1782260400,4121.3,4122.1,4110.7,4117.2,3336.0
1782261000,4117.1,4118.2,4111.7,4114.7,1962.0
1782261600,4114.3,4117.5,4111.1,4115.9,1514.0
1782262200,4115.7,4117.4,4111.3,4114.6,1642.0
1782262800,4115.1,4115.5,4085.7,4094.9,10834.0
1782263400,4095.1,4109.5,4094.5,4105.8,4493.0
1782264000,4106.1,4118.6,4100.9,4115.6,4127.0
1782264600,4115.4,4120.1,4110.3,4112.1,3029.0
1782265200,4112.6,4116.0,4103.2,4103.3,3021.0
1782265800,4103.1,4107.5,4099.4,4106.2,2545.0
1782266400,4106.2,4113.0,4096.9,4098.3,3430.0
1782267000,4098.2,4101.7,4090.0,4091.4,3013.0
1782267600,4091.5,4093.6,4088.1,4090.3,3138.0
1782268200,4090.4,4094.0,4076.3,4078.0,5350.0
1782268800,4077.7,4079.1,4068.9,4075.4,4296.0
1782269400,4075.9,4086.6,4073.3,4077.8,3349.0
1782270000,4078.2,4082.4,4069.3,4075.4,2872.0
1782270600,4075.4,4077.5,4067.0,4069.9,2586.0
1782271200,4069.8,4073.9,4068.3,4073.5,2431.0
1782271800,4073.5,4079.9,4072.5,4079.4,2532.0
1782272400,4079.3,4088.1,4078.6,4084.0,2849.0
1782273000,4083.9,4085.3,4079.1,4080.2,1334.0
1782273600,4080.2,4081.2,4072.9,4075.2,2296.0
1782274200,4075.2,4077.1,4071.5,4072.0,1807.0
1782274800,4072.1,4084.0,4071.8,4080.0,2040.0
1782275400,4080.0,4083.1,4079.2,4081.5,1038.0
1782276000,4081.8,4083.6,4079.3,4080.4,740.0
1782276600,4080.5,4083.7,4078.3,4081.1,986.0
1782277200,4081.5,4086.8,4077.1,4085.8,1370.0
1782277800,4085.8,4086.4,4082.3,4082.4,1813.0
1782278400,4082.6,4091.3,4082.6,4090.1,2115.0
1782279000,4090.2,4103.3,4089.0,4094.5,4354.0
1782279600,4094.2,4097.2,4089.3,4091.8,1763.0
1782280200,4091.8,4094.1,4088.3,4093.1,1713.0
1782280800,4093.1,4109.1,4093.0,4107.9,3444.0
1782281400,4107.6,4114.8,4102.3,4104.3,3960.0
1782282000,4104.4,4108.0,4100.5,4104.9,2198.0
1782282600,4104.4,4109.2,4101.6,4106.3,1458.0
1782283200,4106.4,4111.9,4106.3,4106.5,1876.0
1782283800,4106.2,4109.1,4101.6,4104.5,1523.0
1782284400,4104.1,4107.9,4102.4,4105.7,1185.0
1782285000,4105.7,4106.3,4101.2,4103.0,987.0
1782285600,4103.2,4104.0,4100.0,4101.4,925.0
1782286200,4101.3,4102.3,4093.1,4096.1,1952.0
1782286800,4096.2,4103.2,4093.9,4101.6,1740.0
1782287400,4101.6,4102.7,4090.5,4091.7,1696.0
1782288000,4091.9,4095.4,4090.8,4092.7,1208.0
1782288600,4092.9,4094.1,4089.4,4090.6,1166.0
1782289200,4090.8,4097.8,4090.6,4097.6,1986.0
1782289800,4097.2,4104.7,4096.2,4099.3,1958.0
1782290400,4099.1,4102.1,4094.2,4095.8,1037.0
1782291000,4096.1,4097.5,4092.4,4093.3,731.0
1782291600,4093.3,4095.2,4086.8,4087.0,1363.0
1782292200,4087.1,4096.1,4086.9,4095.2,1433.0
1782292800,4095.1,4095.5,4085.2,4086.4,1543.0
1782293400,4086.2,4089.8,4084.3,4085.4,1612.0
1782294000,4085.4,4087.8,4082.7,4086.6,1347.0
1782294600,4086.3,4088.3,4081.4,4082.0,1051.0
1782295200,4082.1,4083.6,4076.6,4077.1,1782.0
1782295800,4076.9,4080.1,4072.1,4075.9,1788.0
1782296400,4076.1,4077.9,4073.0,4077.5,1098.0
1782297000,4077.5,4080.3,4073.6,4075.2,1608.0
1782297600,4075.1,4084.0,4074.6,4080.4,1551.0
1782298200,4079.8,4080.3,4071.1,4072.4,1529.0
1782298800,4072.6,4075.4,4064.3,4065.7,3156.0
1782299400,4066.0,4070.5,4053.9,4058.4,4161.0
1782300000,4058.4,4063.5,4055.1,4060.5,2606.0
1782300600,4060.3,4067.8,4059.8,4066.6,2652.0
1782301200,4066.5,4068.1,4055.5,4061.4,2694.0
1782301800,4061.2,4072.7,4060.8,4063.0,4492.0
1782302400,4062.9,4065.0,4051.3,4057.0,4504.0
1782303000,4056.7,4060.8,4051.2,4057.4,4020.0
1782303600,4057.2,4057.5,4022.9,4031.8,11723.0
1782304200,4032.0,4037.2,4022.9,4028.1,7333.0
1782304800,4027.9,4034.0,4018.8,4019.8,6297.0
1782305400,4020.1,4024.4,4003.2,4003.8,9310.0
1782306000,4003.8,4011.3,3987.4,3992.9,20868.0
1782306600,3992.9,3994.8,3980.7,3992.6,10034.0
1782307200,3992.3,3992.5,3980.3,3991.3,7048.0
1782307800,3991.3,4024.0,3990.0,4021.8,13696.0
1782308400,4022.1,4037.8,4017.3,4036.6,10524.0
1782309000,4036.3,4060.0,4035.2,4054.8,12278.0
1782309600,4054.7,4057.9,4038.6,4045.0,9640.0
1782310200,4045.0,4049.1,4032.1,4035.4,6906.0
1782310800,4035.3,4045.6,4031.4,4041.2,5606.0
1782311400,4041.2,4052.1,4035.5,4036.9,5469.0
1782312000,4037.1,4039.1,4026.7,4028.3,5242.0
1782312600,4028.5,4030.2,4020.0,4025.4,4405.0
1782313200,4025.6,4027.4,4014.0,4016.9,4635.0
1782313800,4017.1,4028.7,4015.0,4028.0,4369.0
1782314400,4028.2,4032.3,4020.7,4032.0,4321.0
1782315000,4032.0,4032.6,4023.1,4023.8,2103.0
1782315600,4023.7,4032.1,4018.2,4030.3,3660.0
1782316200,4030.0,4034.2,4017.0,4019.5,3458.0
1782316800,4019.5,4024.0,4012.5,4017.6,3843.0
1782317400,4017.5,4023.2,4016.5,4019.5,2241.0
1782318000,4019.7,4034.3,4019.5,4033.1,3256.0
1782318600,4033.1,4039.8,4030.1,4035.1,4562.0
1782319200,4035.3,4037.1,4024.5,4024.6,2772.0
1782319800,4024.7,4028.4,4023.3,4023.7,1361.0
1782320400,4023.9,4028.5,4021.3,4024.1,2190.0
1782321000,4024.3,4026.7,4016.8,4017.4,2319.0
1782321600,4017.0,4018.4,4007.0,4007.4,5558.0
1782322200,4007.6,4008.2,3999.6,4003.0,4846.0
1782322800,4002.9,4004.3,3996.9,3997.2,2884.0
1782323400,3997.1,3999.6,3989.5,3989.7,3392.0
1782324000,3989.9,4001.0,3975.8,4000.8,8133.0
1782324600,4000.6,4009.5,3997.6,4004.3,5020.0
1782325200,4004.4,4009.5,3996.6,4007.2,3660.0
1782325800,4007.8,4011.9,4000.5,4001.8,2737.0
1782326400,4002.0,4003.0,3994.2,3996.4,1904.0
1782327000,3996.5,4001.6,3993.9,3998.3,2126.0
1782327600,3998.6,4002.2,3993.3,3993.7,2313.0
1782328200,3993.8,3994.5,3990.1,3994.3,2075.0
1782328800,3994.3,4001.3,3993.3,4000.8,1742.0
1782329400,4000.9,4005.5,3997.7,3999.2,1549.0
1782330000,3999.4,4001.7,3996.5,3999.2,1015.0
1782330600,3998.8,4008.4,3997.4,4004.9,3198.0
1782331200,4005.3,4020.0,4001.6,4016.4,2832.0
1782331800,4015.7,4018.1,4009.4,4010.1,1303.0
1782332400,4009.7,4018.2,4009.7,4017.5,1454.0
1782333000,4017.4,4018.4,4013.0,4013.3,943.0
1782333600,4013.5,4017.6,4013.5,4014.3,566.0
1782334200,4014.5,4018.4,4013.7,4016.4,699.0
1782338400,4018.1,4024.9,4016.3,4019.4,1566.0
1782339000,4019.5,4021.2,4016.2,4016.7,743.0
1782339600,4016.7,4018.9,4016.0,4018.1,589.0
1782340200,4018.1,4022.9,4015.1,4018.5,1361.0
1782340800,4018.7,4020.2,4013.4,4013.6,1213.0
1782341400,4013.7,4015.0,4008.7,4012.2,1392.0
1782342000,4012.3,4014.8,4006.3,4009.7,2243.0
1782342600,4009.7,4014.8,4007.9,4013.6,1443.0
1782343200,4013.6,4016.7,4012.7,4014.0,944.0
1782343800,4014.2,4034.3,4013.9,4031.3,3258.0
1782344400,4031.1,4033.1,4025.2,4026.4,2295.0
1782345000,4026.4,4028.8,4024.7,4028.0,1502.0
1782345600,4027.8,4031.3,4024.1,4030.3,2331.0
1782346200,4030.3,4031.8,4015.6,4017.7,3933.0
1782346800,4017.6,4020.8,4010.7,4012.1,2708.0
1782347400,4011.7,4012.1,3996.8,3997.9,4457.0
1782348000,3997.9,4003.5,3994.0,3999.4,3265.0
1782348600,3999.4,4016.8,3998.2,4006.6,4978.0
1782349200,4006.7,4021.7,4002.7,4006.3,6358.0
1782349800,4006.9,4010.4,3997.4,4009.7,4046.0
1782350400,4009.7,4015.5,4005.4,4005.9,3174.0
1782351000,4005.7,4011.3,3992.3,4002.7,4921.0
1782351600,4002.5,4003.1,3993.7,4000.9,3249.0
1782352200,4000.9,4004.3,3987.6,3992.1,3761.0
1782352800,3992.4,3997.5,3979.1,3981.3,4403.0
1782353400,3981.5,3998.2,3976.5,3996.6,4973.0
1782354000,3996.7,4006.7,3996.5,4002.3,3775.0
1782354600,4002.2,4003.8,3993.6,4000.1,3196.0
1782355200,4000.3,4000.8,3990.0,3998.6,3041.0
1782355800,3998.8,4000.6,3991.2,3998.7,2241.0
1782356400,3998.6,4005.6,3988.8,3988.8,3103.0
1782357000,3989.2,3998.2,3981.5,3997.5,3561.0
1782357600,3997.3,3998.7,3987.9,3991.8,2241.0
1782358200,3991.5,3993.1,3984.3,3986.6,1927.0
1782358800,3986.6,4003.0,3985.7,4001.9,2484.0
1782359400,4001.9,4016.7,4001.6,4011.3,4220.0
1782360000,4011.1,4013.4,4007.9,4011.3,1647.0
1782360600,4011.0,4011.0,4002.7,4007.1,1995.0
1782361200,4007.1,4013.8,4006.0,4010.3,1333.0
1782361800,4010.2,4012.0,4003.2,4003.3,1668.0
1782362400,4003.6,4011.5,3999.4,4008.0,2319.0
1782363000,4008.1,4012.8,4008.1,4011.5,1008.0
1782363600,4011.8,4015.1,4007.7,4015.0,1927.0
1782364200,4014.9,4016.2,4004.3,4008.0,2170.0
1782364800,4008.0,4014.6,4006.3,4010.1,2431.0
1782365400,4009.6,4013.1,4000.2,4000.8,3719.0
1782366000,4000.5,4002.3,3995.7,3998.5,2321.0
1782366600,3999.1,4007.2,3998.3,4001.7,2320.0
1782367200,4001.4,4004.7,3997.2,4001.4,1689.0
1782367800,4001.1,4001.9,3989.8,3989.8,2320.0
1782368400,3990.0,4002.3,3989.1,3999.5,2571.0
1782369000,3999.5,4000.5,3991.6,3995.8,2011.0
1782369600,3995.7,3999.6,3992.4,3998.1,1391.0
1782370200,3998.0,3999.9,3991.1,3992.6,1635.0
1782370800,3992.6,4000.7,3988.4,4000.2,2472.0
1782371400,4000.1,4001.5,3992.9,4000.2,1767.0
1782372000,4000.0,4005.5,3995.2,4000.7,1975.0
1782372600,4001.0,4005.0,3993.5,3993.5,1959.0
1782373200,3993.3,3996.8,3986.6,3992.5,2484.0
1782373800,3992.7,4004.7,3990.2,4003.5,2075.0
1782374400,4003.8,4011.2,4003.0,4004.3,2886.0
1782375000,4004.0,4010.9,4000.0,4010.7,2141.0
1782375600,4010.6,4017.2,4007.9,4009.6,2413.0
1782376200,4009.7,4017.9,4009.6,4017.2,2166.0
1782376800,4017.3,4017.9,4007.1,4008.2,1900.0
1782377400,4008.4,4009.6,4003.9,4004.5,1527.0
1782378000,4004.8,4012.2,4004.5,4007.0,1524.0
1782378600,4007.2,4009.6,4004.8,4006.4,867.0
1782379200,4006.4,4011.1,4006.4,4009.9,855.0
1782379800,4009.5,4013.3,4001.7,4007.3,2427.0
1782380400,4007.3,4007.4,4002.7,4004.5,1065.0
1782381000,4004.2,4008.8,4002.8,4003.5,897.0
1782381600,4003.2,4004.5,4000.4,4001.8,880.0
1782382200,4002.0,4003.5,3998.4,3999.8,1266.0
1782382800,3999.7,4004.5,3998.8,4004.5,832.0
1782383400,4004.6,4004.6,3999.9,4002.7,1171.0
1782384000,4003.0,4003.1,3997.3,3999.8,950.0
1782384600,3999.2,4000.9,3996.1,3999.6,813.0
1782385200,3999.8,4001.5,3997.0,3999.5,1171.0
1782385800,3999.2,4000.9,3991.0,3996.4,1605.0
1782386400,3996.5,3997.8,3991.9,3992.0,1146.0
1782387000,3992.3,3997.7,3988.6,3997.6,1957.0
1782387600,3997.5,4003.1,3997.2,4001.0,1721.0
1782388200,4001.1,4001.7,3994.4,3995.0,1406.0
1782388800,3995.3,3999.9,3994.6,3998.3,1647.0
1782389400,3997.8,4001.2,3995.0,3998.2,1700.0
1782390000,3998.3,4001.1,3993.3,3999.2,2404.0
1782390600,3998.7,4027.6,3998.5,4013.7,13545.0
1782391200,4014.0,4035.0,4007.7,4029.4,9502.0
1782391800,4030.0,4035.0,4023.9,4028.2,4926.0
1782392400,4028.3,4050.0,4027.5,4045.3,10620.0
1782393000,4045.6,4049.6,4036.1,4038.5,4977.0
1782393600,4038.7,4046.5,4034.2,4037.7,4602.0
1782394200,4037.8,4044.4,4028.3,4039.5,8008.0
1782394800,4039.4,4039.9,4023.7,4029.4,6736.0
1782395400,4029.3,4035.3,4016.4,4018.0,6981.0
1782396000,4017.9,4037.8,4015.1,4032.9,8253.0
1782396600,4033.1,4037.4,4028.6,4033.7,4004.0
1782397200,4033.4,4044.9,4028.5,4042.7,5207.0
1782397800,4042.8,4045.4,4031.7,4033.6,3961.0
1782398400,4033.6,4036.9,4030.1,4032.4,2679.0
1782399000,4032.3,4036.1,4026.7,4027.4,3156.0
1782399600,4027.5,4035.9,4024.8,4032.4,3462.0
1782400200,4032.2,4032.7,4020.3,4030.1,4087.0
1782400800,4030.2,4056.5,4027.9,4042.4,8752.0
1782401400,4042.4,4046.5,4037.2,4044.4,3583.0
1782402000,4044.1,4052.3,4042.0,4046.9,2934.0
1782402600,4047.0,4058.7,4045.6,4057.0,5241.0
1782403200,4057.0,4058.8,4048.9,4049.8,3062.0
1782403800,4049.6,4060.0,4049.2,4056.5,3287.0
1782404400,4056.7,4059.8,4055.1,4056.3,2181.0
1782405000,4056.1,4056.6,4046.7,4047.3,2336.0
1782405600,4047.7,4049.6,4039.3,4047.4,2513.0
1782406200,4047.1,4049.2,4042.8,4044.4,1504.0
1782406800,4044.2,4047.9,4042.3,4045.9,1494.0
1782407400,4045.8,4048.5,4044.4,4045.8,1152.0
1782408000,4045.4,4051.7,4043.3,4048.1,2084.0
1782408600,4048.2,4050.7,4046.6,4048.9,1194.0
1782409200,4048.8,4051.4,4044.7,4047.0,1083.0
1782409800,4047.0,4052.4,4046.6,4050.1,1134.0
1782410400,4050.4,4051.0,4041.4,4048.1,2159.0
1782411000,4048.6,4056.4,4045.9,4053.7,1889.0
1782411600,4053.7,4060.0,4052.9,4059.8,2246.0
1782412200,4059.9,4059.9,4048.1,4051.4,2091.0
1782412800,4051.7,4051.8,4045.1,4047.9,1528.0
1782413400,4047.9,4052.0,4047.4,4050.4,813.0
1782414000,4050.7,4055.5,4048.3,4054.8,929.0
1782414600,4054.3,4059.5,4051.5,4052.9,1864.0
1782415200,4053.0,4056.7,4050.9,4051.8,1004.0
1782415800,4051.6,4052.4,4047.3,4050.1,1102.0
1782416400,4050.3,4053.2,4040.8,4041.8,1984.0
1782417000,4041.8,4042.8,4036.7,4041.5,2470.0
1782417600,4041.5,4049.9,4040.4,4042.8,1408.0
1782418200,4043.1,4044.4,4041.1,4043.4,1148.0
1782418800,4043.3,4045.8,4043.0,4045.3,530.0
1782419400,4045.1,4045.1,4040.1,4041.0,583.0
1782420000,4041.1,4042.1,4039.2,4039.7,722.0
1782420600,4039.7,4042.5,4039.2,4042.0,648.0
1782424800,4042.2,4046.7,4040.1,4040.4,1453.0
1782425400,4040.5,4041.5,4035.8,4037.0,1360.0
1782426000,4036.9,4041.4,4034.1,4039.5,1925.0
1782426600,4039.4,4051.9,4039.1,4048.8,2381.0
1782427200,4049.2,4051.7,4039.2,4040.4,2071.0
1782427800,4040.1,4042.8,4037.1,4041.7,1702.0
1782428400,4041.5,4042.6,4036.5,4038.1,848.0
1782429000,4038.3,4041.4,4036.4,4041.1,937.0
1782429600,4041.5,4045.6,4040.4,4045.2,1102.0
1782430200,4045.2,4045.7,4035.7,4039.0,1707.0
1782430800,4039.2,4039.7,4031.4,4033.3,1244.0
1782431400,4033.0,4035.0,4027.2,4029.7,1955.0
1782432000,4029.7,4034.1,4026.1,4029.5,2556.0
1782432600,4029.2,4038.4,4026.9,4036.6,2453.0
1782433200,4036.8,4037.0,4027.2,4030.5,1827.0
1782433800,4030.3,4032.8,4027.0,4031.0,1318.0
1782434400,4031.2,4038.9,4029.9,4033.7,1553.0
1782435000,4034.1,4040.0,4030.6,4035.4,2226.0
1782435600,4035.6,4044.8,4029.3,4033.0,4394.0
1782436200,4032.7,4042.0,4032.4,4040.1,2014.0
1782436800,4040.1,4040.2,4032.9,4037.9,1329.0
1782437400,4038.1,4039.1,4031.5,4036.8,2011.0
1782438000,4036.7,4041.1,4029.5,4031.4,2645.0
1782438600,4031.7,4037.4,4029.5,4036.4,1715.0
1782439200,4036.3,4038.5,4030.6,4032.1,1459.0
1782439800,4032.0,4032.0,4023.6,4024.2,2283.0
1782440400,4024.3,4026.4,4019.0,4022.4,3369.0
1782441000,4022.6,4024.5,4007.0,4013.1,4626.0
1782441600,4013.0,4013.0,4006.3,4008.4,2838.0
1782442200,4008.4,4011.1,3998.1,4005.8,4411.0
1782442800,4005.9,4010.7,4001.7,4010.2,3140.0
1782443400,4010.0,4015.5,4008.6,4014.2,2811.0
1782444000,4013.7,4013.8,4007.6,4010.5,1503.0
1782444600,4010.6,4013.7,4008.2,4011.6,1086.0
1782445200,4011.7,4016.7,4011.4,4012.8,1529.0
1782445800,4013.1,4021.9,4013.1,4019.6,1930.0
1782446400,4019.4,4020.9,4013.8,4016.3,1807.0
1782447000,4016.2,4027.4,4016.2,4024.7,2081.0
1782447600,4024.8,4025.7,4021.3,4022.6,1103.0
1782448200,4022.4,4023.6,4017.6,4018.5,1147.0
1782448800,4018.4,4025.1,4016.9,4024.3,1201.0
1782449400,4024.7,4030.6,4024.1,4026.6,1965.0
1782450000,4026.5,4028.3,4021.7,4027.2,1285.0
1782450600,4027.3,4034.8,4027.0,4030.3,1925.0
1782451200,4030.0,4034.0,4027.1,4031.8,1451.0
1782451800,4031.9,4037.0,4027.4,4029.1,2546.0
1782452400,4029.0,4032.6,4020.6,4027.2,2404.0
1782453000,4027.3,4030.9,4021.9,4023.4,1743.0
1782453600,4023.3,4027.0,4022.1,4024.3,1695.0
1782454200,4023.9,4027.0,4021.9,4024.1,1088.0
1782454800,4024.3,4041.5,4024.0,4039.6,4180.0
1782455400,4039.8,4043.8,4036.8,4038.9,2995.0
1782456000,4039.0,4044.1,4036.3,4039.1,2182.0
